"field_name"	"rls"	"Path"	"Category"	"Field"	"Participants"	"Items"	"Stability"	"ValueType"	"Units"	"ItemType"	"Strata"	"Sexed"	"Instances"	"Array"	"Coding"	"Notes"	"Link"
1389	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Pork intake"	501626	572252	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100377	"ACE touchscreen question \"How often do you eat pork? (Do not count processed meats such as bacon or ham)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure, please provide an estimate or select Do not know.     "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1389"
1408	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Cheese intake"	490275	558765	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100377	"ACE touchscreen question \"How often do you eat cheese? (Include cheese in pizzas, quiches, cheese sauce etc)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure, please provide an estimate or select Do not know.      ~F1408~ was collected from all participants except those who indicated that they never eat dairy products, as defined by their answers to ~F6144~"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1408"
1438	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Bread intake"	498739	568482	"Complete"	"Integer"	"slices/week"	"Data"	"Primary"	"Unisex"	4	1	100373	"ACE touchscreen question \"How many slices of bread do you eat each WEEK?\" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 50 then participant asked to confirm   If the participant activated the Help button they were shown the message:     For other types of bread:  - one bread roll = 2 slices  - one pitta bread = 2 slices      "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1438"
1458	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Cereal intake"	501526	572135	"Complete"	"Integer"	"bowls/week"	"Data"	"Primary"	"Unisex"	4	1	100373	"ACE touchscreen question \"How many bowls of cereal do you eat a WEEK?\" The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 14 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1458"
1478	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Salt added to food"	501626	572252	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100394	"ACE touchscreen question \"Do you add salt to your food? (Do not include salt used in cooking)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure, please provide an estimate or select Do not know.      "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1478"
1488	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Tea intake"	501626	572252	"Complete"	"Integer"	"cups/day"	"Data"	"Primary"	"Unisex"	4	1	100373	"ACE touchscreen question \"How many cups of tea do you drink each DAY? (Include black and green tea)\" The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 20 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1488"
1498	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Coffee intake"	501626	572252	"Complete"	"Integer"	"cups/day"	"Data"	"Primary"	"Unisex"	4	1	100373	"ACE touchscreen question \"How many cups of coffee do you drink each DAY? (Include decaffeinated coffee)\" The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1498"
1518	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Hot drink temperature"	501626	572252	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100398	"ACE touchscreen question \"How do you like your hot drinks? (Such as coffee or tea)\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1518"
1528	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Water intake"	501626	572252	"Complete"	"Integer"	"glasses/day"	"Data"	"Primary"	"Unisex"	4	1	100373	"ACE touchscreen question \"How many glasses of water do you drink each DAY? \" The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1528"
1538	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Major dietary changes in the last 5 years"	501626	572252	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100400	"ACE touchscreen question \"Have you made any major changes to your diet in the last 5 years?\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1538"
1548	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Variation in diet"	498739	568482	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100401	"ACE touchscreen question \"Does your diet vary much from week to week?\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1548"
3680	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Age when last ate meat"	21142	24552	"Complete"	"Integer"	"years"	"Data"	"Primary"	"Unisex"	4	1	100291	"ACE touchscreen question \"How old were you when you last ate any kind of meat? (Enter \"0\" if you have never eaten meat in your lifetime)\" The following checks were performed:  If answer   If answer > Participants age then rejected  "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3680"
6144	"ukb40531"	"UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet"	100052	"Never eat eggs, dairy, wheat, sugar"	498739	589334	"Complete"	"Categorical multiple"	""	"Data"	"Primary"	"Unisex"	4	4	100385	"ACE touchscreen question \"Which of the following do you NEVER eat? (You can select more than one answer)\" The following checks were performed:  If code 5 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.  "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6144"
20095	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"Size of white wine glass drunk"	47036	65482	"Complete"	"Categorical multiple"	""	"Data"	"Derived"	"Unisex"	5	3	82	"This field indicates the size(s) of white wine glass the participant consumed yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they consumed white wine."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20095"
20096	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"Size of red wine glass drunk"	59442	87733	"Complete"	"Categorical multiple"	""	"Data"	"Derived"	"Unisex"	5	2	82	"This field indicates the size(s) of red wine glass the participant consumed yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they consumed red wine."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20096"
20097	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"Size of rose wine glass drunk"	10890	12441	"Complete"	"Categorical multiple"	""	"Data"	"Derived"	"Unisex"	5	2	82	"This field indicates the size(s) of rose wine glass the participant consumed yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they consumed rose wine."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20097"
100010	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Typical diet yesterday"	100097	"Portion size"	211010	458594	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	5	1	100014	"Question asked: \"How would you describe your serving size?\" If the participant activated the Help feature they were shown the message:  Please compare the amount you eat with other people you know, then try to answer the question. "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100010"
100020	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Typical diet yesterday"	100097	"Typical diet yesterday"	211010	458594	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	5	1	100010	"Question asked: \"Would you say that what you ate and drank yesterday was fairly typical for you? N.B. Your questionnaire answers are just as important to us if your day was not typical.\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100020"
100580	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"Alcohol consumed"	211010	458594	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	5	1	100010	"Question asked: \"Did you have any alcoholic drinks yesterday? For instance, beer, wine or spirits.\" If the participant activated the Help feature they were shown the message:  Please treat liqueurs as spirits. If you had mixed drinks such as shandy, cocktails or alcopops, think about what went in them. For example, shandy is made from beer, lager or cider (please record the lemonade or ginger beer used in the shandy separately); cocktails and alcopops contain one or more spirits. Alcohol used in cooking should be ignored. "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100580"
100590	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"Red wine intake"	60897	89947	"Complete"	"Categorical single"	"Wine glass"	"Data"	"Primary"	"Unisex"	5	1	100006	"Question asked: \"How many wine glasses of red wine?\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100590"
100630	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"Rose wine intake"	11410	12980	"Complete"	"Categorical single"	"Wine glass"	"Data"	"Primary"	"Unisex"	5	1	100006	"Question asked: \"How many wine glasses of rose wine?\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100630"
100670	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"White wine intake"	48889	68224	"Complete"	"Categorical single"	"Wine glass"	"Data"	"Primary"	"Unisex"	5	1	100006	"Question asked: \"How many wine glasses of white wine?\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100670"
100710	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"Beer/cider intake"	51710	72695	"Complete"	"Categorical single"	"Pint"	"Data"	"Primary"	"Unisex"	5	1	100006	"Question asked: \"How many pints of beer, lager or cider?\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100710"
100720	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"Fortified wine intake"	7588	9046	"Complete"	"Categorical single"	"Sherry/port glass"	"Data"	"Primary"	"Unisex"	5	1	100006	"Question asked: \"How many sherry/port glasses of sherry, fortified wine or port?\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100720"
100730	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"Spirits intake"	26532	35015	"Complete"	"Categorical single"	"Measure"	"Data"	"Primary"	"Unisex"	5	1	100006	"Question asked: \"How many measures of spirits e.g. vodka, whisky, gin, rum?\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100730"
100740	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday"	100100	"Other alcohol intake"	6232	6608	"Complete"	"Categorical single"	"Units"	"Data"	"Primary"	"Unisex"	5	1	100006	"Question asked: \"How many units of other alcoholic drinks?\""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100740"
103000	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Meat consumers"	211010	458594	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	5	1	100010	"Question asked: \"Did you eat any meat or poultry yesterday? Think about curry, stir-fry, sandwiches, pie fillings, sausages/burgers, liver, pate or mince.\" If the participant activated the Help feature they were shown the message:  Select which category best describes your type of meat or poultry, otherwise select the Other category. Game and offal (not liver) should be recorded in the Other category. "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103000"
103010	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Sausage intake"	32220	36038	"Complete"	"Categorical single"	"Each"	"Data"	"Primary"	"Unisex"	5	1	100016	"Question asked: \"How many sausages did you have?\" This question was only asked to participants who reported consuming meat or poultry."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103010"
103020	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Beef intake"	69703	85874	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100016	"Question asked: \"How many servings of beef (e.g. roast, steak, mince, curry, burger) did you have?\" This question was only asked to participants who reported consuming meat or poultry."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103020"
103030	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Pork intake"	28891	32034	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100016	"Question asked: \"How many servings of pork (e.g. roast, chops, sweet and sour) did you have?\" This question was only asked to participants who reported consuming meat or poultry."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103030"
103040	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Lamb intake"	22840	24910	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100016	"Question asked: \"How many servings of lamb or mutton (e.g. roast, chops, stew, burger) did you have?\" This question was only asked to participants who reported consuming meat or poultry."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103040"
103050	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Crumbed or deep-fried poultry intake"	13767	14480	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100016	"Question asked: \"How many servings of chicken or turkey in breadcrumbs or deep fried (e.g. nuggets, KFC) did you have?\" This question was only asked to participants who reported consuming meat or poultry."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103050"
103060	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Poultry intake"	83166	107299	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100016	"Question asked: \"How many servings of chicken or turkey (e.g. roast, drumsticks, curry) did you have?\" This question was only asked to participants who reported consuming meat or poultry."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103060"
103070	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Bacon intake"	37288	43197	"Complete"	"Categorical single"	"Rasher"	"Data"	"Primary"	"Unisex"	5	1	100016	"Question asked: \"How many rashers of bacon did you have?\" This question was only asked to participants who reported consuming meat or poultry."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103070"
103080	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Ham intake"	57078	71336	"Complete"	"Categorical single"	"Slice"	"Data"	"Primary"	"Unisex"	5	1	100016	"Question asked: \"How many slices of ham, Parma ham, salami, pastrami, cured meats did you have?\" This question was only asked to participants who reported consuming meat or poultry."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103080"
103090	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Liver intake"	9132	9773	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100016	"Question asked: \"How many servings of liver or liver pate did you have?\" This question was only asked to participants who reported consuming meat or poultry."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103090"
103100	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Other meat intake"	8736	9156	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100016	"Question asked: \"How many servings of other meat (e.g. duck, goose, kidney) did you have?\" This question was only asked to participants who reported consuming meat or poultry."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103100"
103120	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Fat removed from meat"	105587	152696	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	5	1	100008	"Question asked: \"Did you remove the fat from the beef, pork, lamb, mutton, bacon, ham or other cured meats?\" This question was only asked to participants who reported consuming these types of meat."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103120"
103130	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Skin removed from poultry"	82033	106206	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	5	1	100008	"Question asked: \"Did you remove the skin from the chicken or turkey?\" This question was only asked to participants who reported consuming poultry. If the participant activated the Help feature they were shown the message:  N/A means Not Applicable. "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103130"
103140	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Fish consumer"	211010	458594	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	5	1	100010	"Question asked: \"Did you eat any fish or seafood yesterday? e.g. at breakfast, takeaway with chips, smoked fish, fish pate, tuna in sandwiches.\" If the participant activated the Help feature they were shown the message:  Any fish or seafood used in sushi does not need to be recorded here. Sushi should have been recorded previously in the pasta and rice section. Select which category best describes the type of fish you ate, otherwise select the Other category. "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103140"
103150	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Tinned tuna intake"	20556	22801	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100004	"Question asked: \"How many servings of tinned tuna did you have?\" This question was only asked to participants who reported consuming fish or seafood."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103150"
103160	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Oily fish intake"	44523	53766	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100004	"Question asked: \"How many servings of oily fish (e.g. salmon, tinned salmon, herring, mackerel, sardines, fresh tuna steak) did you have?\" This question was only asked to participants who reported consuming fish or seafood."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103160"
103170	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Breaded fish intake"	9728	10222	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100004	"Question asked: \"How many servings of breaded fish (e.g. fish fingers) or fish cakes did you have?\" This question was only asked to participants who reported consuming fish or seafood. If the participant activated the Help feature they were shown the message:  Two fish fingers or two fish cakes count as one serving. "	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103170"
103180	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Battered fish intake"	8841	9166	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100004	"Question asked: \"How many servings of battered fish did you have?\" This question was only asked to participants who reported consuming fish or seafood."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103180"
103190	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"White fish intake"	21712	23583	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100004	"Question asked: \"How many servings of white fish (e.g. cod, haddock, fish pie) did you have?\" This question was only asked to participants who reported consuming fish or seafood."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103190"
103200	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Prawns intake"	19118	21019	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100004	"Question asked: \"How many servings of prawns did you have?\" This question was only asked to participants who reported consuming fish or seafood."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103200"
103210	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Lobster/crab intake"	2276	2345	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100004	"Question asked: \"How many servings of lobster or crab did you have?\" This question was only asked to participants who reported consuming fish or seafood."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103210"
103220	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Shellfish intake"	4830	5056	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100004	"Question asked: \"How many servings of shellfish (e.g. mussels, scallops) did you have?\" This question was only asked to participants who reported consuming fish or seafood."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103220"
103230	"ukb24262"	"Online follow-up > Diet by 24-hour recall > Meat/fish yesterday"	100106	"Other fish intake"	8119	8530	"Complete"	"Categorical single"	"Serving"	"Data"	"Primary"	"Unisex"	5	1	100004	"Question asked: \"How many servings of other fish did you have?\" This question was only asked to participants who reported consuming fish or seafood."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103230"
