"field_name"	"rls"	"Path"	"Category"	"Field"	"Participants"	"Items"	"Stability"	"ValueType"	"Units"	"ItemType"	"Strata"	"Sexed"	"Instances"	"Array"	"Coding"	"Notes"	"Link"
4287	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Prospective memory"	100031	"Test completion status"	211307	239452	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	32	""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4287"
4288	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Prospective memory"	100031	"Time to answer"	211307	239452	"Complete"	"Integer"	"seconds"	"Data"	"Primary"	"Unisex"	4	1	NA	"This is the time between completing the initial prompt and displaying answer. Between the initial prompt and the final challenge, various other tests were done so the time here depends strongly on how long the participants took to do these intervening tests and the number/complexity of them. The number of intervening tests has varied throughout the study, generally being larger at the imaging centres than in the original assessment centres, and hence there is systematic bias across time."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4288"
4289	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Prospective memory"	100031	"Time screen exited"	211307	239452	"Complete"	"Time"	""	"Data"	"Primary"	"Unisex"	4	1	NA	""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4289"
4290	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Prospective memory"	100031	"Duration screen displayed"	211307	239452	"Complete"	"Integer"	"deciseconds"	"Data"	"Primary"	"Unisex"	4	1	NA	"Time for which screen was visible."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4290"
4291	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Prospective memory"	100031	"Number of attempts"	211307	239451	"Complete"	"Integer"	""	"Data"	"Primary"	"Unisex"	4	1	NA	""	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4291"
4292	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Prospective memory"	100031	"PM: initial answer"	211307	239452	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	16	"Participants were allowed up to 2 attempts to correctly recall the colour/shape shown to them earlier in the touchscreen section. This is the first answer they gave."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4292"
4293	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Prospective memory"	100031	"PM: final answer"	211307	239452	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	16	"Participants were allowed up to 2 attempts to correctly recall the colour/shape shown to them earlier in the touchscreen section. This is the final answer they gave - whether it is their first or second attempt can be gauged from ~F4291~."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4293"
4294	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Prospective memory"	100031	"Final attempt correct"	211307	239452	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	29	"True if final answer given was correct."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4294"
4295	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Prospective memory"	100031	"History of attempts"	211307	239452	"Complete"	"Text"	""	"Data"	"Primary"	"Unisex"	4	1	NA	"Records the history of attempts the user made at answering."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4295"
4924	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"Attempted fluid intelligence (FI) test."	207945	235832	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100642	"ACE touchscreen question \"In this next game you will have two minutes to do as many puzzle questions as possible. Don't spend too long on any one puzzle - you can skip any puzzle if you wish.\". Participants were offered the chance to skip the Fluid Intelligence test at this point."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4924"
4935	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI1 : numeric addition test"	204713	232255	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100643	"ACE touchscreen question \"Add the following numbers together: 1 2 3 4 5 - is the answer?\". Part 1 of Fluid Intelligence test.  Asked to choose from 13, 14, 15, 16 or 17."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4935"
4946	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI2 : identify largest number"	204263	231756	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100644	"ACE touchscreen question \"Which number is the largest?\". Part 2 of Fluid Intelligence test.  Asked to choose from 642, 308, 987, 714 and 253."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4946"
4957	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI3 : word interpolation"	204143	231615	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100645	"ACE touchscreen question \"Bud is to Flower as Child is to?\". Part 3 of Fluid Intelligence test. Offered choice from Grow, Develop, Improve, Adult and Old."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4957"
4968	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI4 : positional arithmetic"	203762	231200	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100646	"ACE touchscreen question \"11 12 13 14 15 16 17 18 Divide the sixth number to the right of twelve by three. Is the answer?\". Part 4 of Fluid Intelligence test. Offered choice from 5, 6, 7, or 8."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4968"
4979	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI5 : family relationship calculation"	198668	225642	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100647	"ACE touchscreen question \"If Truda's mother's brother is Tim's sister's father, what relation is Truda to Tim?\". Part 5 of Fluid Intelligence test. Offered choice from Aunt, Sister, Niece, Cousin, No-relation."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4979"
4990	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI6 : conditional arithmetic"	178863	202822	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100648	"ACE touchscreen question \"If sixty is more than half of seventy-five, multiply twenty-three by three. If not subtract 15 from eighty-five. Is the answer?\". Part 6 of Fluid Intelligence test. Offered choice from 68, 69, 70, 71, 72."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4990"
5001	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI7 : synonym"	146798	165969	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100649	"ACE touchscreen question \"Stop means the same as?\". Part 7 of Fluid Intelligence test.  Offered choice from Pause, Close, Cease, Break or Rest."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5001"
5012	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI8 : chained arithmetic"	133705	150938	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100650	"ACE touchscreen question \"If David is twenty-one and Owen is nineteen and Daniel is nine years younger than David, what is half their combined age?\". Part 8 of Fluid Intelligence test. Offered choice from 25, 26, 27, 28 or 29."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5012"
5556	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI9 : concept interpolation"	63783	70330	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100651	"ACE touchscreen question \"Age is to Years as Height is to?\". Part 9 of Fluid Intelligence test. Offered choice from Long, Deep, Top, Metres or Tall."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5556"
5699	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI10 : arithmetic sequence recognition"	44527	48690	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100652	"ACE touchscreen question \"150 ... 137 ... 125 ... 114 ... 104 ... What comes next?\". Part 10 of Fluid Intelligence test. Offered choice from 92, 93, 94, 95 or 96."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5699"
5779	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI11 : antonym"	23532	25473	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100653	"ACE touchscreen question \"Relaxed means the opposite of?\". Part 11 of Fluid Intelligence test. Offered choice from Calm, Anxious, Cool, Worried, Tense."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5779"
5790	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI12 : square sequence recognition"	16610	17871	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100654	"ACE touchscreen question \"100 ... 99 ... 95 ... 86 ... 70 ... What comes next?\". Part 12 of Fluid Intelligence test. Offered choice from 45, 46, 47, 48, 49, 50."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5790"
5866	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning"	100027	"FI13 : subset inclusion logic"	6035	6312	"Complete"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	4	1	100655	"ACE touchscreen question \"If some flinks are plinks and some plinks are stinks then some flinks are definitely stinks?\". Part 13 of Fluid Intelligence test. Offered choice from True, False, Neither-true-nor-false."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5866"
6312	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Tower rearranging"	503	"Value entered"	32210	450863	"Accruing"	"Categorical single"	""	"Data"	"Primary"	"Unisex"	2	18	6312	"This field contains the values the participant entered when shown each puzzle."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6312"
6332	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Matrix pattern completion"	501	"Item selected for each puzzle"	32466	453267	"Accruing"	"Categorical multiple"	""	"Data"	"Primary"	"Unisex"	2	15	6332	"This indicates the item selected for each puzzle as illustrated in ~R15~.  For puzzles which had 6 options the codes 0-5 correspond to the following layout:   0 1 2   3 4 5   For puzzles which had 8 options the codes 0-7 correspond to the following layout:   0 1 2 3   4 5 6 7   If a participant answered all 15 puzzles correctly the sequence would be: 3,2,5,0,3,5,0,5,3,0,7,1,4,2,6"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6332"
6333	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Matrix pattern completion"	501	"Duration spent answering each puzzle"	32466	453267	"Accruing"	"Integer"	"deciseconds"	"Data"	"Primary"	"Unisex"	2	15	NA	"This is an array of values, one for each puzzle answered, detailing how long the participant spent looking at a puzzle before selecting their answer.   Some values are zero indicating a response time of less than 0.1 seconds, which is below the realistic minimum time for mentally processing the picture and deciding which image to touch. Such values are assumed to be due to a participant hovering a finger over the screen and accidentally making contact with it when the puzzle first appears."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6333"
6334	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Pairs matching"	100030	"Screen layout"	32832	91667	"Accruing"	"Text"	""	"Data"	"Primary"	"Unisex"	2	3	NA	"This field describes the screen layout of the pairs test displayed to the participant (the layouts were generated randomly so differ between participants). It is a sequence of values like   [a,b]=c   where a,b are the co-ordinates on the screen of a card and c is an index describing the face pattern.   The layout was only captured from late 2016 onwards so is not available for most of the pairs result sets."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6334"
6348	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Trail making"	505	"Duration to complete numeric path (trail #1)"	32832	35054	"Accruing"	"Integer"	"deciseconds"	"Data"	"Primary"	"Unisex"	2	1	1990	"Duration to complete numeric path (trail #1)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6348"
6349	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Trail making"	505	"Total errors traversing numeric path (trail #1)"	32832	35054	"Accruing"	"Integer"	"error-count"	"Data"	"Primary"	"Unisex"	2	1	NA	"Total errors made while traversing numeric path. A zero value here does not indicate that the participant completed the trail without problems as it is possible they abandoned during the process prior to making any mistakes - see ~F6348~ to determine whether they actually completed the trail."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6349"
6350	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Trail making"	505	"Duration to complete alphanumeric path (trail #2)"	32832	35054	"Accruing"	"Integer"	"deciseconds"	"Data"	"Primary"	"Unisex"	2	1	1990	"Duration to complete alphanumeric path (trail #2)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6350"
6351	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Trail making"	505	"Total errors traversing alphanumeric path (trail #2)"	32832	35054	"Accruing"	"Integer"	"error-count"	"Data"	"Primary"	"Unisex"	2	1	NA	"Total errors traversing alphanumeric path (trail #2). A zero value here does not indicate that the participant completed the trail without problems as it is possible they abandoned during the process prior to making any mistakes - see ~F6350~ to determine whether they actually completed the trail."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6351"
6362	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Symbol digit substitution"	502	"First code array presented"	33704	35926	"Accruing"	"Categorical single"	""	"Data"	"Auxiliary"	"Unisex"	2	1	500	"The tests were described by an outer array of 32 symbol-digit arrays each containing the digits 0-7. To present some element of unpredictability between participants, each run of the program chose a random starting point in the outer array and presented tests from that point onwards (looping back to the origin if required). The outer array was zero-indexed, so that a value of 0 in this field means that the first symbol-digit array was used for the Coding array.   To illustrate, suppose a participant was allocated the value 5 for their start array. Then round 1 would use Array 4 [values 4,5,1,3,7,2,6,0] for the Code and Array 5 [3,5,2,0,4,6,1,7] for the Test. Round 2 would still use Array 4 for the Code but Array 6 [6,3,7,2,4,5,0,1] for the test etc.  The test arrays are listed below, and also in ~C500~ with the symbol dictionary shown in ~R111~.   0) 5,0,3,6,1,2,4,7   1) 1,3,5,7,4,6,0,2   2) 4,5,6,7,3,0,2,1   3) 1,4,6,7,2,3,0,5   4) 4,5,1,3,7,2,6,0   5) 3,5,2,0,4,6,1,7   6) 6,3,7,2,4,5,0,1   7) 1,4,5,6,0,7,2,3   8) 3,4,2,5,6,0,7,1   9) 2,5,3,0,7,1,6,4   10) 3,6,4,1,0,5,7,2   11) 5,3,2,0,4,1,7,6   12) 2,3,4,1,7,5,0,6   13) 4,3,1,5,2,0,6,7   14) 3,5,0,1,4,7,2,6   15) 4,2,1,0,6,7,5,3   16) 0,2,3,7,1,4,6,5   17) 7,1,2,4,0,6,5,3   18) 5,1,7,3,2,4,0,6   19) 7,6,4,5,0,2,3,1   20) 2,6,1,4,5,7,0,3   21) 4,0,6,1,3,7,5,2   22) 5,6,0,7,3,2,1,4   23) 6,5,1,3,0,4,7,2   24) 4,1,7,2,5,6,3,0   25) 5,2,0,6,7,4,1,3   26) 3,0,5,6,7,2,4,1   27) 3,2,5,4,7,0,6,1   28) 0,6,7,5,1,2,3,4   29) 4,3,1,0,6,5,2,7   30) 5,4,6,7,1,0,2,3   31) 0,4,7,2,3,1,5,6  The first round (attempts 0-7) used a constant fixed pattern [2,4,6,1,3,5,7,0] for the Code Array and [7,1,5,4,6,0,3,2] for the test Array for all participants."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6362"
6373	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Matrix pattern completion"	501	"Number of puzzles correctly solved"	32468	34653	"Accruing"	"Integer"	"correct-answers"	"Data"	"Primary"	"Unisex"	2	1	NA	"This is the number of puzzles for which the participant gave the correct solution. It should be used in conjunction with ~F6374~ which describes the number of puzzles attempted. The range is 0-15."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6373"
6374	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Matrix pattern completion"	501	"Number of puzzles viewed"	32468	34653	"Accruing"	"Integer"	"attempts"	"Data"	"Primary"	"Unisex"	2	1	NA	"This is the number of puzzles which the participant viewed irrespective of whether they supplied any answer (though the were unable to progress to the next puzzle without supplying an answer). The range is 0-15.   If the participant did not attempt all 15 puzzles then this value is likely to be greater than the number of entries for ~F6332~ and ~F6333~ as it will usually include a last puzzle which was viewed by the participant but for which an answer was not selected within the overall time limit."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6374"
6382	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Tower rearranging"	503	"Number of puzzles correct"	32832	35054	"Accruing"	"Integer"	"correct-answers"	"Data"	"Primary"	"Unisex"	2	1	NA	"Number of puzzles correct"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6382"
6383	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Tower rearranging"	503	"Number of puzzles attempted"	32832	35054	"Accruing"	"Integer"	"attempts"	"Data"	"Primary"	"Unisex"	2	1	NA	"This is the number of puzzles which the participant viewed irrespective of whether they supplied any answer (though the were unable to progress to the next puzzle without supplying an answer)   If the participant did not attempt all 18 puzzles then this value is likely to be greater than the number of entries for ~F6312~ and ~F6313~ as it will usually include a last puzzle which was viewed by the participant but for which an answer was not selected within the overall time limit."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6383"
6770	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Trail making"	505	"Errors before selecting correct item in numeric path (trail #1)"	10566	13290	"Accruing"	"Integer"	"error-count"	"Data"	"Derived"	"Unisex"	2	24	NA	"Errors before selecting a particular correct item in numeric path (trail #1). Only values greater than zero are recorded.  It is possible that the value recorded here is less than the sum of the values in ~F6349~ since this field does not count mistakes made on the latest circle when the trail timed-out before it was correctly selected."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6770"
6771	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Trail making"	505	"Errors before selecting correct item in alphanumeric path (trail #2)"	14551	26303	"Accruing"	"Integer"	"error-count"	"Data"	"Derived"	"Unisex"	2	24	NA	"Errors before selecting a particular correct item in alphanumeric path (trail #2). Only values greater than zero are recorded.  It is possible that the value recorded here is less than the sum of the values in ~F6351~ since this field does not count mistakes made on the latest circle when the trail timed-out before it was correctly selected."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6771"
6772	"ukb40531"	"UK Biobank Assessment Centre > Cognitive function > Trail making"	505	"Interval between previous point and current one in numeric path (trail #1)"	32528	865682	"Accruing"	"Integer"	"deciseconds"	"Data"	"Derived"	"Unisex"	2	25	NA	"Interval between previous point and current one in numeric path (trail #1). Note that these intervals are unlikely to sum to ~F6348~ due to rounding truncation.   If a participant did not complete the trail (as indicated by a zero in ~F6348~) then the number of results for this field will be smaller than the length (25) of the trail."	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6772"
