field_name	rls	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
6020	ukb40531	UK Biobank Assessment Centre > Physical measures > ECG during exercise	100012	Completion status of test	95154	98043	Complete	Categorical single		Data	Primary	Unisex	2	1	100257	Completion status of test 1, "Fully completed" / 31, "Participant wanted to stop early" / 32, "Participant reported chest-pain and/or other discomfort" / 33, "Heart rate reached safety level" / 34, "Incomplete - other reason"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6020
6023	ukb40531	UK Biobank Assessment Centre > Physical measures > ECG during exercise	100012	Description of exercise protocol recommended	95152	98040	Complete	Text		Data	Auxiliary	Unisex	2	1	NA	Description of exercise protocol recommended	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6023
6038	ukb40531	UK Biobank Assessment Centre > Physical measures > ECG during exercise	100012	Number of trend entries	95142	98030	Complete	Integer		Data	Primary	Unisex	2	1	NA	Number of trend entries during exercise bike test The Bike Test consists of three phases, a Pre- Test phase, where a resting ECG is recorded for some time. An Activity phase, where the participant cycles for a set period of time with increasing cycling workload, and finally a Recovery phase, where the participant has stopped pedalling and an ECG is recorded. At various points, called trends, during the test readings about heart rate, workload etc is recorded. This is the total number of trend entries.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6038
12140	ukb40531	UK Biobank Assessment Centre > Imaging > Abdominal MRI	105	Believed safe to perform abdominal MRI scan	47922	50661	Accruing	Categorical single		Data	Primary	Unisex	2	1	634	A trained nurse interviewed the participant about their medical history (for instance metallic implants) and declared whether or not they believed it was safe for the participant to undergo the Abdominal MRI scan on the basis of the information they were given.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12140
12141	ukb40531	UK Biobank Assessment Centre > Imaging > DXA assessment	103	Believed safe to perform DXA scan	47922	50661	Accruing	Categorical single		Data	Primary	Unisex	2	1	634	A trained nurse interviewed the participant about their medical history (for instance metallic implants) and declared whether or not they believed it was safe for the participant to undergo the DXA scan on the basis of the information they were given.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12141
12224	ukb40531	UK Biobank Assessment Centre > Imaging > Abdominal MRI	105	Abdominal MRI measurement completed	45813	48473	Accruing	Categorical single		Data	Primary	Unisex	2	1	7	.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12224
12254	ukb40531	UK Biobank Assessment Centre > Imaging > DXA assessment	103	DXA measurement completed	46345	48843	Accruing	Categorical single		Data	Primary	Unisex	2	1	7	.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12254
12292	ukb40531	UK Biobank Assessment Centre > Physical measures > Carotid ultrasound	101	Carotid ultrasound measurement completed	46918	49560	Accruing	Categorical single		Data	Primary	Unisex	2	1	7	.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12292
12624	ukb40531	UK Biobank Assessment Centre > Imaging > Heart MRI	102	Identifier for blood pressure device	47135	49869	Accruing	Text		Data	Primary	Unisex	2	1	NA	Identifier for blood pressure device	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12624
12671	ukb40531	UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis	128	PWA start time	40184	84170	Accruing	Text		Data	Auxiliary	Unisex	2	4	NA	Vicorder result examination date	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12671
12695	ukb40531	UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis	128	Blood pressure test start time	40309	42374	Accruing	Text		Data	Auxiliary	Unisex	2	1	NA	Blood pressure test start time	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12695
20005	ukb24262	Population characteristics > Ongoing characteristics	2	Email access	317738	317738	Ongoing	Categorical single		Data	Derived	Unisex	1	1	1007	This field indicates how many participants have access to email as deduced from their supplying an email address to UK Biobank. A participant is flagged as having an Unusable address if any of the following are true:    The email address held is syntactically incorrect.   A bounce-back failure message was received during a newsletter or other mailing to the address from UK Biobank.   The participant has asked for their email address to be withdrawn or deleted.   Note that the actual email addresses are treated with utmost confidentiality by UK Biobank and will not be made available to researchers.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20005
20031	ukb40531	UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Acceptability of each blow result (text)	295902	603316	Complete	Text		Data	Derived	Unisex	4	3	NA	This field presents the data regarding the acceptability of spirometry results as a series of none-or-more text flags for researchers unable to work directly with the raw bit-field information in ~F3061~. The text flags are as follows:  START Present if the extrapolated volume at start of test is excessive EXPFLOW Present if time to peak flow is excessive END Present if an adequate plateau at the end of the test does not exist COUGH Present if a cough was detected during the manovoure BELOW6SEC Set if the test is less that 6 seconds ACCEPT Present if the test was explicitly acceped by the investigator REJECT Present if the test was explicitly rejected by the investigator.  Bit-field values of 0 are not translated into strings since they correspond to a blow with no flags set.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20031
20059	ukb40531	UK Biobank Assessment Centre > Physical measures > ECG during exercise	100012	Reason ECG not completed	262	262	Complete	Categorical single		Data	Derived	Unisex	1	1	59	Reason ECG measurement was not completed (entered as free-text by a UK Biobank Staff member). This field was created by post-hoc coding the free-text reasons entered during the assessment centre visit. The encoding used was constructed after the data had been examined to determine suitable representative groupings.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20059
20060	ukb40531	UK Biobank Assessment Centre > Physical measures > ECG during exercise	100012	Reason at-rest ECG performed without bicycle	942	942	Complete	Categorical single		Data	Derived	Unisex	1	1	60	Reason at-rest (i.e. without bike) ECG measurement was performed (entered as free-text by a UK Biobank Staff member). This field was created by post-hoc coding the free-text reasons entered during the assessment centre visit. The encoding used was constructed after the data had been examined to determine suitable representative groupings.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20060
20074	ukb40531	UK Biobank Assessment Centre > Recruitment > Reception	100024	Home location at assessment - east co-ordinate (rounded)	497874	544128	Complete	Integer	metre-grid	Data	Derived	Unisex	3	1	NA	This location information is based on the postcode for the address to which the participants invitation was sent. If the participant updated their home address during their assessment centre visit, then that postcode was used as the source instead.   The location co-ordinates use the Ordnance Survey (OSGB) reference, rounded to the nearest Kilometre. This East co-ordinate needs to be used in conjunction with the North co-ordinate in ~F20075~.   For most purposes, grid co-ordinates rounded to a 1Km distance will provide sufficient information on location of residence at assessment. Research proposals that require location details to a finer level of granularity (i.e. 100m) should request ~F20033~ and ~F20034~, however special approval will be required to release the more detailed information.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20074
20075	ukb40531	UK Biobank Assessment Centre > Recruitment > Reception	100024	Home location at assessment - north co-ordinate (rounded)	497874	544128	Complete	Integer	metre-grid	Data	Derived	Unisex	3	1	NA	This location information is based on the postcode for the address to which the participants invitation was sent. If the participant updated their home address during their assessment centre visit, then that postcode was used as the source instead.   The location co-ordinates use the Ordnance Survey (OSGB) reference, rounded to the nearest Kilometre. This North co-ordinate needs to be used in conjunction with the East co-ordinate in ~F20074~.   For most purposes, grid co-ordinates rounded to a 1Km distance will provide sufficient information on location of residence at assessment. Research proposals that require location details to a finer level of granularity (i.e. 100m) should request ~F20033~ and ~F20034~, however special approval will be required to release the more detailed information.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20075
20115	ukb40531	UK Biobank Assessment Centre > Verbal interview > Early life factors	100072	Country of Birth (non-UK origin)	40577	40577	Complete	Categorical single		Data	Derived	Unisex	1	1	89	This is the country of birth as described by the participant to an interviewer. The question was only asked to participants who identified themselves as having been born outside of the United Kingdom / Republic of Ireland during the touchscreen questionnaire (~F1647~), however some participants then gave a location within the United Kingdom / Republic of Ireland (and have been coded here as such).  Answers have been grouped by continent. Coding was performed after the assessment visit using the strings either selected or entered as free-text. Some of the free-text could not be mapped onto a region and these entries have been omitted from the dataset.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20115
22411	ukb40531	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	149	VAT/ASAT error indicator	25	25	Accruing	Categorical single		Data	Derived	Unisex	1	1	403	VAT/ASAT error indicator, indicates that one or more slab(s) are missing in the torso region so that the data is not analysable for VAT/ASAT.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22411
22412	ukb40531	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	149	Thigh error indicator (left)	228	232	Accruing	Categorical multiple		Data	Derived	Unisex	1	2	401	Left thigh error indicator	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22412
22413	ukb40531	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	149	Thigh error indicator (right)	175	178	Accruing	Categorical multiple		Data	Derived	Unisex	1	2	401	Right thigh error indicator	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22413
22414	ukb40531	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	149	Image quality indicator	82	83	Accruing	Categorical single		Data	Derived	Unisex	1	2	400	General image quality indicator for VAT, ASAT and thigh measurements.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22414
22682	ukb40531	UK Biobank Assessment Centre > Physical measures > Carotid ultrasound	101	Quality control indicator for IMT at 120 degrees	2579	2579	Accruing	Categorical single		Data	Derived	Unisex	1	1	55	Quality control indicator for IMT at 120 degrees	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22682
22683	ukb40531	UK Biobank Assessment Centre > Physical measures > Carotid ultrasound	101	Quality control indicator for IMT at 150 degrees	2579	2579	Accruing	Categorical single		Data	Derived	Unisex	1	1	55	Quality control indicator for IMT at 150 degrees	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22683
22684	ukb40531	UK Biobank Assessment Centre > Physical measures > Carotid ultrasound	101	Quality control indicator for IMT at 210 degrees	2579	2579	Accruing	Categorical single		Data	Derived	Unisex	1	1	55	Quality control indicator for IMT at 210 degrees	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22684
22685	ukb40531	UK Biobank Assessment Centre > Physical measures > Carotid ultrasound	101	Quality control indicator for IMT at 240 degrees	2579	2579	Accruing	Categorical single		Data	Derived	Unisex	1	1	55	Quality control indicator for IMT at 240 degrees	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22685
90002	ukb24262	Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Data problem indicator	4695	4695	Updateable	Categorical single		Data	Derived	Unisex	1	1	93	The data problem indicator was derived by combining participant reports (e.g. non-wear) with measurements of the size of the uncompressed dataset returned by the accelerometer device. This field is only present for accelerometer datasets that have had a problem recorded against them. A value of zero indicates that a dataset reported as unreliable was subsequently examined and found to be acceptable.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90002
90003	ukb24262	Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Start of requested wear period	103688	103688	Accruing	Time		Data	Primary	Unisex	1	1	NA	When devices were dispatched to participants they were programmed to start recording (usually at 10.00am) on a particular date, targeted to be the day they arrived at the participants address. The participant was asked to begin wearing the device immediately upon receipt. This field gives the date and time that the recording was programmed to start - which may be before or after the participant actually began wearing the device, and does not guarantee that the participant actually wore it.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90003
90010	ukb24262	Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Start time of wear	103687	103687	Accruing	Time		Data	Derived	Unisex	1	1	NA	Start time of wear	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90010
90011	ukb24262	Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	End time of wear	103687	103687	Accruing	Time		Data	Derived	Unisex	1	1	NA	End time of wear	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90011
90015	ukb24262	Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Data quality, good wear time	103687	103687	Accruing	Categorical single		Data	Derived	Unisex	1	1	7	At least three days (72 hours) of data and also having data in each one-hour period of the 24-hour cycle (scattered over multiple days)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90015
90016	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Data quality, good calibration	103687	103687	Accruing	Categorical single		Data	Derived	Unisex	1	1	7	YES indicates that the raw accelerometer data has been well calibrated.   NO indicates that a participant should be excluded from further analysis because recalibration by the preceding or subsequent measurement was not possible due to insufficient data.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90016
90017	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Data quality, calibrated on own data	103687	103687	Accruing	Categorical single		Data	Derived	Unisex	1	1	7	YES indicates sufficient data were available to conduct calibration on the participant's own stationary data (where any of the three sensor axes did not have values outside a +/- 300 milli-gravity range).   NO indicates that the data was recalibrated using the previous (or if unavailable, the next) accelerometer record from the same device worn by a different participant.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90017
90159	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Error tolerance before calibration	103687	103687	Accruing	Continuous	milli-gravity	Data	Derived	Unisex	1	1	NA	Root mean square error of stationary points before calibration.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90159
90160	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Error tolerance after calibration	103687	103687	Accruing	Continuous	milli-gravity	Data	Derived	Unisex	1	1	NA	Root mean square error of stationary points after calibration.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90160
90161	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - x offset	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration coefficients - x offset	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90161
90162	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - y offset	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration coefficients - y offset	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90162
90163	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - z offset	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration coefficients - z offset	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90163
90164	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - x slope	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration coefficients - x slope	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90164
90165	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - y slope	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration coefficients - y slope	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90165
90166	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - z slope	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration coefficients - z slope	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90166
90167	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - x temp	103687	103687	Accruing	Continuous	Celsius	Data	Derived	Unisex	1	1	NA	Calibration coefficients - x temp	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90167
90168	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - y temp	103687	103687	Accruing	Continuous	Celsius	Data	Derived	Unisex	1	1	NA	Calibration coefficients - y temp	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90168
90169	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - z temp	103687	103687	Accruing	Continuous	Celsius	Data	Derived	Unisex	1	1	NA	Calibration coefficients - z temp	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90169
90170	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - mean temperature	103687	103687	Accruing	Continuous	Celsius	Data	Derived	Unisex	1	1	NA	Calibration coefficients - mean temperature	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90170
90171	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - number of static points	103687	103687	Accruing	Integer		Data	Derived	Unisex	1	1	NA	Calibration - number of stationary ten second windows where all three axes had a standard deviation of less than 13.0 milli-gravity.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90171
90172	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - minimum x stationary value	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration - minimum x stationary value	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90172
90173	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - maximum x stationary value	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration - maximum x stationary value	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90173
90174	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - minimum y stationary value	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration - minimum y stationary value	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90174
90175	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - maximum y stationary value	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration - maximum y stationary value	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90175
90176	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - minimum z stationary value	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration - minimum z stationary value	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90176
90177	ukb24262	Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - maximum z stationary value	103687	103687	Accruing	Continuous	gravities	Data	Derived	Unisex	1	1	NA	Calibration - maximum z stationary value	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90177
90179	ukb24262	Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Device ID	103687	103687	Accruing	Integer		Data	Derived	Unisex	1	1	NA	Device ID of accelerometer	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90179
90180	ukb24262	Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Interrupted recording periods	103687	103687	Accruing	Integer		Data	Derived	Unisex	1	1	NA	Number interrupted recording periods. (These could have occurred for example if participants tried to plug their accelerometer device into a computer.)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90180
90182	ukb24262	Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Data recording errors	103687	103687	Accruing	Integer		Data	Derived	Unisex	1	1	NA	Number data recording errors	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90182
90183	ukb24262	Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Readings exceeding +/-8 gravities before calibration	103687	103687	Accruing	Integer		Data	Derived	Unisex	1	1	NA	Number readings exceeding +/-8g sensor range before calibration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90183
90184	ukb24262	Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Maximum readings exceeding +/-8 gravities before calibration in a 5 second epoch	103687	103687	Accruing	Integer	readings	Data	Derived	Unisex	1	1	NA	Maximum number readings exceeding +/-8g sensor range before calibration in a 5 second epoch	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90184
90185	ukb24262	Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Readings exceeding +/-8 gravities after calibration	103687	103687	Accruing	Integer		Data	Derived	Unisex	1	1	NA	Number readings exceeding +/-8g sensor range after calibration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90185
90186	ukb24262	Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Maximum readings exceeding +/-8 gravities after calibration in a 5 second epoch	103687	103687	Accruing	Integer	readings	Data	Derived	Unisex	1	1	NA	Maximum number readings exceeding +/-8g sensor range after calibration in a 5 second epoch	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90186
90187	ukb24262	Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Total data readings	103687	103687	Accruing	Integer	readings	Data	Derived	Unisex	1	1	NA	Total number of data readings	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90187
5136	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	3mm keratometry result unreliable (left)	5886	11176	Complete	Categorical single		Data	Primary	Unisex	2	6	1205	This data field is a string-encoded value meaning result is unreliable for the keratometry result taken at 3mm for the left eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5136
5138	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	6mm keratometry result unreliable (left)	52810	126933	Complete	Categorical single		Data	Primary	Unisex	2	6	1206	This data field is a string-encoded value meaning result is unreliable for the keratometry result taken at 6mm for the left eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5138
5139	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	6mm keratometry result unreliable (right)	54838	124688	Complete	Categorical single		Data	Primary	Unisex	2	6	1206	This data field is a string-encoded value meaning result is unreliable for the keratometry result taken at 6mm for the right eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5139
5140	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	3mm keratometry result unreliable (right)	6238	10738	Complete	Categorical single		Data	Primary	Unisex	2	6	1205	This data field is a string-encoded value meaning result is unreliable for the keratometry result taken at 3mm for the right eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5140
5141	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	3mm asymmetry index unreliable (left)	11661	21526	Complete	Categorical single		Data	Primary	Unisex	2	6	1207	This data field means the result is unreliable for the asymmetry index of the keratometry result taken at 3mm for the left eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5141
