field_name	rls	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
55	ukb40531	UK Biobank Assessment Centre > Recruitment > Reception	100024	Month of attending assessment centre	502506	573525	Complete	Categorical single		Data	Primary	Unisex	4	1	8	Calendar month that participant attended a UK Biobank assessment centre. Automatically acquired at Reception stage.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=55
77	ukb40531	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	Heel bone ultrasound T-score, manual entry	42731	42731	Complete	Continuous	Std.Devs	Data	Primary	Unisex	1	1	NA	This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=77
78	ukb40531	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	Heel bone mineral density (BMD) T-score, automated	279094	279094	Complete	Continuous	Std.Devs	Data	Primary	Unisex	1	1	NA	This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=78
84	ukb40531	UK Biobank Assessment Centre > Verbal interview > Medical conditions	100074	Cancer year/age first occurred	45525	53149	Complete	Integer		Data	Primary	Unisex	4	6	37	For each cancer entered, the nurse entered the date or age at diagnosis using a pop-up screen, depending on the participant's response. See Related Data-fields tab for further information on where to find separate data-fields for age and year of diagnosis.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=84
87	ukb40531	UK Biobank Assessment Centre > Verbal interview > Medical conditions	100074	Non-cancer illness year/age first occurred	385697	1121528	Complete	Integer		Data	Primary	Unisex	4	34	37	For each disease entered, the nurse entered the date or age at diagnosis using a pop-up screen, depending on the participant's response. See Related Data-fields tab for further information on where to find separate data-fields for age and year of diagnosis.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=87
92	ukb40531	UK Biobank Assessment Centre > Verbal interview > Operations	100076	Operation year/age first occurred	398516	991168	Complete	Integer		Data	Primary	Unisex	4	32	37	For each operation entered, the nurse entered the date or age at diagnosis using a pop-up screen, depending on the participant's response. See Related Data-fields tab for further information on where to find separate data-fields for age and year of diagnosis.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=92
93	ukb40531	UK Biobank Assessment Centre > Physical measures > Blood pressure	100011	Systolic blood pressure, manual reading	48794	80973	Complete	Integer	mmHg	Data	Primary	Unisex	4	2	NA	Blood pressure, manual reading, systolic. Two measures of blood pressure were taken a few moments apart. A manual sphygmometer was used if the standard automated device could not be employed.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=93
94	ukb40531	UK Biobank Assessment Centre > Physical measures > Blood pressure	100011	Diastolic blood pressure, manual reading	48794	80973	Complete	Integer	mmHg	Data	Primary	Unisex	4	2	NA	Blood pressure, manual reading, diastolic. Two measures of blood pressure were taken a few moments apart. A manual sphygmometer was used if the standard automated device could not be employed.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=94
95	ukb40531	UK Biobank Assessment Centre > Physical measures > Blood pressure	100011	Pulse rate (during blood-pressure measurement)	48794	80973	Complete	Integer		Data	Primary	Unisex	4	2	NA	Pulse measured during automated blood-pressure reading	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=95
96	ukb40531	UK Biobank Assessment Centre > Physical measures > Blood pressure	100011	Time since interview start at which blood pressure screen(s) shown	501656	1132684	Complete	Integer	seconds	Data	Auxiliary	Unisex	4	2	NA	The time since interview start at which the blood pressure screen was shown is useful because it can be used to calculate the interval between the two measurements of blood pressure. This interval is variable because it, for efficiency reasons, it was impractical to use a fixed time during the UK Biobank Assessments.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=96
102	ukb40531	UK Biobank Assessment Centre > Physical measures > Blood pressure	100011	Pulse rate, automated reading	475129	1050361	Complete	Integer	bpm	Data	Primary	Unisex	4	2	NA	This is the pulse rate measured during the automated blood pressure readings.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102
120	ukb40531	UK Biobank Assessment Centre > Verbal interview > Early life factors	100072	Birth weight known	501648	533687	Complete	Categorical single		Data	Primary	Unisex	3	1	100258	Birth weight known   This question was dropped from the touchscreen protocol on 24/10/2016.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=120
129	ukb40531	UK Biobank Assessment Centre > Verbal interview > Early life factors	100072	Place of birth in UK - north co-ordinate	452292	481102	Complete	Integer	metre-grid	Data	Primary	Unisex	3	1	170	Place born - north co-ordinate   This question was dropped from the touchscreen protocol on 24/10/2016.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=129
130	ukb40531	UK Biobank Assessment Centre > Verbal interview > Early life factors	100072	Place of birth in UK - east co-ordinate	452292	481102	Complete	Integer	metre-grid	Data	Primary	Unisex	3	1	170	Place born - east co-ordinate   This question was dropped from the touchscreen protocol on 24/10/2016.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130
134	ukb40531	UK Biobank Assessment Centre > Verbal interview > Medical conditions	100074	Number of self-reported cancers	501656	566685	Complete	Integer		Data	Primary	Unisex	4	1	NA	Number of cancers entered	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=134
135	ukb40531	UK Biobank Assessment Centre > Verbal interview > Medical conditions	100074	Number of self-reported non-cancer illnesses	501656	566685	Complete	Integer		Data	Primary	Unisex	4	1	NA	Number of non-cancer illnesses entered	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=135
136	ukb40531	UK Biobank Assessment Centre > Verbal interview > Operations	100076	Number of operations, self-reported	501656	566685	Complete	Integer		Data	Primary	Unisex	4	1	NA	Number of operations entered	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=136
137	ukb40531	UK Biobank Assessment Centre > Verbal interview > Medications	100075	Number of treatments/medications taken	501656	566685	Complete	Integer		Data	Primary	Unisex	4	1	NA	Number of treatments (medications) entered	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=137
189	ukb24262	Population characteristics > Baseline characteristics	100094	Townsend deprivation index at recruitment	501883	501883	Complete	Continuous		Data	Derived	Unisex	1	1	NA	Townsend deprivation index calculated immediately prior to participant joining UK Biobank. Based on the preceding national census output areas. Each participant is assigned a score corresponding to the output area in which their postcode is located.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=189
200	ukb40531	UK Biobank Assessment Centre > Recruitment > Consent	100023	Date of consenting to join UK Biobank	502504	502504	Complete	Date		Data	Primary	Unisex	1	1	NA	Date that participant consented at UK Biobank assessment centre. Automatically acquired at participant consent.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=200
393	ukb40531	UK Biobank Assessment Centre > Recruitment > Consent	100023	Program (tactus) version ID (compiler timestamp)	502504	502504	Complete	Categorical single		Data	Auxiliary	Unisex	1	1	1200	This field identifies the version of the touchscreen system in use at the assessment centre when a participant visit took place. The timestamp is not present in data from the initial pilot clinic.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=393
670	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	100066	Type of accommodation lived in	501660	572286	Complete	Categorical single		Data	Primary	Unisex	4	1	100286	ACE touchscreen question "What type of accommodation do you live in?" If the participant activated the Help button they were shown the message:     Please select:  A house or bungalow for any whole, detached, semi-detached or terraced (including end-terrace) house or bungalow.  A flat, maisonette, or apartment for any purpose-built block of flats or tenement, part of a converted or shared house (including bed-sits) or within a commercial building (for example in an office building, or hotel, or over a shop).  If none of the options apply, select None of the above.     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=670
680	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	100066	Own or rent accommodation lived in	500281	570804	Complete	Categorical single		Data	Primary	Unisex	4	1	100287	ACE touchscreen question "Do you own or rent the accommodation that you live in?" If the participant activated the Help button they were shown the message:     Please select:  - Own outright if you or someone in your household owns the accommodation that you live in.  - Own with mortagage if you or someone in your household has a mortagage on the accommodation that you live in.      ~F680~ was collected from participants except those who indicated they were living in a sheltered accommodation or in a care home, as defined by their answers to ~F670~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=680
699	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	100066	Length of time at current address	501656	572282	Complete	Integer	years	Data	Primary	Unisex	4	1	100290	ACE touchscreen question "How many years have you lived at your current address?" The following checks were performed:  If answer   If answer > Participants age then rejected   If the participant activated the Help button they were shown the message:     If you have lived there for less than one year select Less than a year. If you are unsure, please provide an estimate or select Do not know. If you have lived at your current address at different times, add up the total number of years you lived there. For instance if you lived at your current address for 3 years, moved overseas for one year and returned to your current address for another 5 years, then you would enter 8 years.     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=699
709	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	100066	Number in household	500277	570800	Complete	Integer	people	Data	Primary	Unisex	4	1	100291	ACE touchscreen question "Including yourself, how many people are living together in your household? (Include those who usually live in the house such as students living away from home during term, partners in the armed forces or professions such as pilots)" The following checks were performed:  If answer   If answer > 100 then rejected  If answer > 12 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you live alone, enter 1. Include those who usually live in the house such as students living away from home during term, partners in the armed forces or professions such as pilots.      ~F709~ was collected from all participants except those who indicated they were living in a sheltered accommodation or in a care home, as defined by their answers to ~F670~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=709
728	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	100066	Number of vehicles in household	500277	570800	Complete	Categorical single		Data	Primary	Unisex	4	1	100293	ACE touchscreen question "How many cars or vans are owned, or available for use, by you or members of your household? (Please include company vehicles if available for private use) " If the participant activated the Help button they were shown the message:     Do not include motorcycles.      ~F728~ was collected from all participants except those who indicated they were living in a sheltered accommodation or in a care home as defined by their answers to ~F670~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=728
738	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	100066	Average total household income before tax	497405	567047	Complete	Categorical single		Data	Primary	Unisex	4	1	100294	ACE touchscreen question "What is the average total income before tax received by your HOUSEHOLD?" If the participant activated the Help button they were shown the message:     If you are unsure of annual household income here are the weekly and monthly equivalents:  Annual    Monthly   Weekly  less than &pound;18,000  less than &pound;1,500  less than &pound;346 &pound;18,000 to &pound;29,999  &pound;1,500 to &pound;2,499  &pound;346 to &pound;576 &pound;30,000 to &pound;51,999  &pound;2,500 to &pound;4,333  &pound;577 to &pound;999 &pound;52,000 to &pound;100,000  &pound;4,334 to &pound;8,333  &pound;1000 to &pound;1,923 greater than &pound;100,000  greater than &pound;8,333  greater than &pound;1,923       ~F738~ was collected from participants except those who indicated they were living in a sheltered accommodation or in a care home as defined by their answers to ~F670~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=738
757	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	100064	Time employed in main current job	288413	314653	Complete	Integer	years	Data	Primary	Unisex	4	1	100290	ACE touchscreen question "How many years have you worked in your current job? (If you have more than one job please answer this, and the following questions on work, for your MAIN job only)" The following checks were performed:  If answer   If answer > Participants age - 10 years then rejected  If answer > Participants age - 16 years then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question for your MAIN job only (ie: the job that you spend most of your time doing). If you have been with the same employer, but have changed jobs whilst you have worked for them, then only give the number of years that you have been in your current job (not the number of years that you have been employed by the same company). For instance, if you have worked as mail-room sorter but then been promoted to manager of the mail-room, please give the number of years you have worked as the mail-room manager only. If you have changed employers, but have had the same job, please give the total number of years that you have worked in that job.  For instance, if you have worked as a cleaner for 3 different companies, please give the total number of years working as a cleaner.      ~F757~ was collected from all the participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=757
767	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	100064	Length of working week for main job	288414	314655	Complete	Integer	hours	Data	Primary	Unisex	4	1	100291	ACE touchscreen question "In a typical WEEK, how many hours do you spend at work? (Do not include hours travelling to and from work)" The following checks were performed:  If answer > 160 then rejected  If answer   If answer > 74 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question for your MAIN job only.      ~F767~ was collected from all the participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=767
777	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	100064	Frequency of travelling from home to job workplace	286437	312320	Complete	Integer	times	Data	Primary	Unisex	4	1	100298	ACE touchscreen question "How many times a WEEK do you travel from home to your main work? (count outward journeys only; put 0 if you always work from home)" The following checks were performed:  If answer   If answer > 999 then rejected  If answer > 99 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the number of times varies each week, take an average over the last 4 weeks. If you only work from home please enter 0       ~F777~ was collected from the participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=777
796	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	100064	Distance between home and job workplace	267669	290328	Complete	Integer	miles	Data	Primary	Unisex	4	1	100300	ACE touchscreen question "About how many miles is it between your home and your work? " The following checks were performed:  If answer   If answer > 9999 then rejected  If answer > 70 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question for your MAIN job only. If you are unsure, please provide an estimate or select Do not know. If you only work from home please enter 0      ~F796~ was collected from participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~ and except those who indicated they always work from home, as defined by their answers to ~F6142~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=796
806	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	100064	Job involves mainly walking or standing	288414	314655	Complete	Categorical single		Data	Primary	Unisex	4	1	100301	ACE touchscreen question "Does your work involve walking or standing for most of the time?" If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question your MAIN job only.      ~F806~ was collected from the participants who indicated they were in paid employment or self-employed as defined by their answers to ~F6142~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=806
816	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	100064	Job involves heavy manual or physical work	288414	314655	Complete	Categorical single		Data	Primary	Unisex	4	1	100301	ACE touchscreen question "Does your work involve heavy manual or physical work?" If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question for your MAIN job only. Physical work includes work that involves handling of heavy objects and use of heavy tools.      ~F816~ was collected from participants who indicated they were in paid employment or self-employed as defined by their answers to ~F6142~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=816
826	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	100064	Job involves shift work	288414	314655	Complete	Categorical single		Data	Primary	Unisex	4	1	100301	ACE touchscreen question "Does your work involve shift work?" If the participant activated the Help button they were shown the message:     If you have more than one 'current job' then answer this question for your MAIN job only. Shift work is a work schedule that falls outside of the normal daytime working hours of 9am-5pm.  This may involve working afternoons, evenings or nights or rotating through these kinds of shifts.      ~F826~ was collected from participants who indicated they were in paid employment or self-employed as defined by their answers to ~F6142~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=826
845	ukb40531	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	100063	Age completed full time education	337413	354358	Complete	Integer	years	Data	Primary	Unisex	3	1	100306	ACE touchscreen question "At what age did you complete your continuous full time education?" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer > 40 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please give the age that you completed 'continuous' full time education. For example, if you stopped your studies when you were 17 years old with the intention that you had completed your studies but then returned to full time studies when you were 24, enter 17. However if you only temporarily stopped your studies at 17 with the intention that you would return to studies (for instance a gap year) and then completed your full time education at 21, enter 21.      ~F845~ was collected from all participants except those who indicated they have a College or University degree, as defined by their answers to ~F6138~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=845
864	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Number of days/week walked 10+ minutes	501649	572275	Complete	Integer	days/week	Data	Primary	Unisex	4	1	100307	ACE touchscreen question "In a typical WEEK, on how many days did you walk for at least 10 minutes at a time? (Include walking that you do at work, travelling to and from work, and for sport or leisure)" The following checks were performed:  If answer   If answer > 7 then rejected   If the participant activated the Help button they were shown the message:     Count the number of days in a week that you walk for at least 10 minutes continuously at a time.     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=864
874	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of walks	480084	547065	Complete	Integer	minutes/day	Data	Primary	Unisex	4	1	100291	ACE touchscreen question "How many minutes did you usually spend walking on a typical DAY?" The following checks were performed:  If answer   If answer > 1440 then rejected  If answer   If answer > 300 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Count the number of minutes that you usually spend walking in one day. If the time you usually spend walking on each day of the week varies a lot, give an average of the time you spend walking. For instance if on one day of the week you usually walk for 4 hours but on the other day you walk 2 hours then give the average - that is 3 hours.      ~F874~ was collected from participants who indicated that they walked for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to ~F864~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=874
884	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Number of days/week of moderate physical activity 10+ minutes	501645	572271	Complete	Integer	days/week	Data	Primary	Unisex	4	1	100291	ACE touchscreen question "In a typical WEEK, on how many days did you do 10 minutes or more of moderate physical activities like carrying light loads, cycling at normal pace?  (Do not include walking)" The following checks were performed:  If answer   If answer > 7 then rejected   If the participant activated the Help button they were shown the message:     Count the number of days in a week that you do moderate physical activities for at least 10 minutes continuously at a time. Remember to include activities that you do for work, leisure, travel and around the house.     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=884
894	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of moderate activity	418013	474174	Complete	Integer	minutes/day	Data	Primary	Unisex	4	1	100291	ACE touchscreen question "How many minutes did you usually spend doing moderate activities on a typical DAY?" The following checks were performed:  If answer   If answer > 1440 then rejected  If answer   If answer > 300 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you usually spend doing moderate physical activity on each day of the week varies a lot, give an average of the time you spend doing moderate physical activity.      ~F894~ was collected from participants who indicated that they did moderate physical activities for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to question ~F884~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=894
904	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Number of days/week of vigorous physical activity 10+ minutes	501645	572271	Complete	Integer	days/week	Data	Primary	Unisex	4	1	100291	ACE touchscreen question "In a typical WEEK, how many days did you do 10 minutes or more of vigorous physical activity? (These are activities that make you sweat or breathe hard such as fast cycling, aerobics, heavy lifting)" The following checks were performed:  If answer   If answer > 7 then rejected   If the participant activated the Help button they were shown the message:     Count the number of days in a week that you do vigorous physical activities for at least 10 minutes continuously at a time. Remember to include activities that you do for work, leisure, travel and around the house.     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=904
914	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of vigorous activity	304461	341973	Complete	Integer	minutes/day	Data	Primary	Unisex	4	1	100291	ACE touchscreen question "How many minutes did you usually spend doing vigorous activities on a typical DAY?" The following checks were performed:  If answer   If answer > 1440 then rejected  If answer   If answer > 300 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you usually spend doing vigorous physical activity on each day of the week varies a lot, give an average of the time you spend doing vigorous physical activity.      This information was collected from participants who indicated that they did vigorous physical activities for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to ~F904~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=914
924	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Usual walking pace	499753	570241	Complete	Categorical single		Data	Primary	Unisex	4	1	100313	ACE touchscreen question "How would you describe your usual walking pace? " If the participant activated the Help button they were shown the message:     Slow pace is defined as less than 3 miles per hour. Steady average pace is defined as between 3-4 miles per hour. Fast pace is defined as more than 4 miles per hour.      ~F924~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=924
943	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of stair climbing in last 4 weeks	496882	566490	Complete	Categorical single		Data	Primary	Unisex	4	1	100314	ACE touchscreen question "At home, during the last 4 weeks, about how many times a DAY do you climb a flight of stairs? (approx 10 steps)" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F943~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=943
971	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of walking for pleasure in last 4 weeks	359685	406732	Complete	Categorical single		Data	Primary	Unisex	4	1	100317	ACE touchscreen question "How many times in the last 4 weeks did you go walking for pleasure?" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F971~ was collected from participants who indicated that they spent time walking for pleasure in the previous 4 weeks, as defined by their answers to ~F6164~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=971
981	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration walking for pleasure	359685	406732	Complete	Categorical single		Data	Primary	Unisex	4	1	100318	ACE touchscreen question "Each time you went walking for pleasure, about how long did you spend doing it?" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F981~ was collected from all participants who indicated that they spent time walking for pleasure in the previous 4 weeks, as defined by their answers to ~F6164~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=981
991	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of strenuous sports in last 4 weeks	53621	58573	Complete	Categorical single		Data	Primary	Unisex	4	1	100317	ACE touchscreen question "How many times in the last 4 weeks did you do strenuous sports?" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F991~ was collected from all participants who indicated that they spent time doing strenuous sports in the previous 4 weeks, as defined by their answers to ~F6164~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=991
1001	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of strenuous sports	53621	58573	Complete	Categorical single		Data	Primary	Unisex	4	1	100318	ACE touchscreen question "Each time you did strenuous sports, about how long did you spend doing it?" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F1001~ was collected from all participants who indicated that they spent time doing strenuous sports in the previous 4 weeks, as defined by their answers to ~F6164~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1001
1011	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of light DIY in last 4 weeks	260646	288887	Complete	Categorical single		Data	Primary	Unisex	4	1	100317	ACE touchscreen question "How many times in the last 4 weeks did you do light DIY?" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F1011~ was collected from all participants who indicated that they spent time doing light DIY (e.g. pruning, watering the lawn) in the previous 4 weeks, as defined by their answers to ~F6164~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1011
