"WGT" "FILE" "ID" "PANEL_clean_short" "PANEL_clean" "CHR" "TWAS.Z" "TWAS.P" "COLOC.PP0" "COLOC.PP1" "COLOC.PP2" "COLOC.PP3" "COLOC.PP4" "PANEL" "P0" "P1"
"Adrenal_Gland/Adrenal_Gland.ENSG00000114378.12.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000114378.12.wgt.RDat" "HYAL1" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 4.8609 1.17e-06 0 0 0.4 0.557 0.043 "Adrenal_Gland" 50337320 50349812
"Adrenal_Gland/Adrenal_Gland.ENSG00000114904.8.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000114904.8.wgt.RDat" "NEK4" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 6.9234 4.41e-12 0 0 0.432 0.365 0.203 "Adrenal_Gland" 52744800 52804965
"Adrenal_Gland/Adrenal_Gland.ENSG00000123297.12.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000123297.12.wgt.RDat" "TSFM" "GTEx Adrenal..." "GTEx Adrenal Gland" 12 5.408 6.37e-08 0 0 0 0.463 0.536 "Adrenal_Gland" 58176372 58201854
"Adrenal_Gland/Adrenal_Gland.ENSG00000123427.11.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000123427.11.wgt.RDat" "METTL21B" "GTEx Adrenal..." "GTEx Adrenal Gland" 12 -5.473989 4.4e-08 0 0 0 0.408 0.592 "Adrenal_Gland" 58165389 58176324
"Adrenal_Gland/Adrenal_Gland.ENSG00000124207.12.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000124207.12.wgt.RDat" "CSE1L" "GTEx Adrenal..." "GTEx Adrenal Gland" 20 -5.862 4.57e-09 0 0 0.098 0.124 0.779 "Adrenal_Gland" 47662849 47713489
"Adrenal_Gland/Adrenal_Gland.ENSG00000124214.15.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000124214.15.wgt.RDat" "STAU1" "GTEx Adrenal..." "GTEx Adrenal Gland" 20 -5.666 1.47e-08 0 0 0.071 0.089 0.84 "Adrenal_Gland" 47729878 47804904
"Adrenal_Gland/Adrenal_Gland.ENSG00000135502.12.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000135502.12.wgt.RDat" "SLC26A10" "GTEx Adrenal..." "GTEx Adrenal Gland" 12 -4.982 6.29e-07 0.001 0 0.595 0.336 0.068 "Adrenal_Gland" 58013310 58019677
"Adrenal_Gland/Adrenal_Gland.ENSG00000136560.9.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000136560.9.wgt.RDat" "TANK" "GTEx Adrenal..." "GTEx Adrenal Gland" 2 -8.328 8.22e-17 0 0 0.138 0.007 0.856 "Adrenal_Gland" 161993419 162092732
"Adrenal_Gland/Adrenal_Gland.ENSG00000139433.5.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000139433.5.wgt.RDat" "GLTP" "GTEx Adrenal..." "GTEx Adrenal Gland" 12 -5.746595 9.11e-09 0 0.001 0 0.906 0.093 "Adrenal_Gland" 110288748 110318293
"Adrenal_Gland/Adrenal_Gland.ENSG00000143801.12.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000143801.12.wgt.RDat" "PSEN2" "GTEx Adrenal..." "GTEx Adrenal Gland" 1 7.041 1.91e-12 0 0 0.002 0.004 0.994 "Adrenal_Gland" 227057885 227083806
"Adrenal_Gland/Adrenal_Gland.ENSG00000144306.9.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000144306.9.wgt.RDat" "SCRN3" "GTEx Adrenal..." "GTEx Adrenal Gland" 2 4.97046 6.68e-07 0 0 0.665 0.301 0.034 "Adrenal_Gland" 175260458 175294303
"Adrenal_Gland/Adrenal_Gland.ENSG00000144401.10.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000144401.10.wgt.RDat" "METTL21A" "GTEx Adrenal..." "GTEx Adrenal Gland" 2 -4.986 6.16e-07 0 0 0.106 0.89 0.005 "Adrenal_Gland" 208445355 208490652
"Adrenal_Gland/Adrenal_Gland.ENSG00000146007.6.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000146007.6.wgt.RDat" "ZMAT2" "GTEx Adrenal..." "GTEx Adrenal Gland" 5 -5.87858 4.14e-09 0 0 0.366 0.167 0.466 "Adrenal_Gland" 140079919 140086248
"Adrenal_Gland/Adrenal_Gland.ENSG00000149115.9.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000149115.9.wgt.RDat" "TNKS1BP1" "GTEx Adrenal..." "GTEx Adrenal Gland" 11 7.46537 8.31e-14 0 0 0.083 0.025 0.892 "Adrenal_Gland" 57067112 57092426
"Adrenal_Gland/Adrenal_Gland.ENSG00000149292.12.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000149292.12.wgt.RDat" "TTC12" "GTEx Adrenal..." "GTEx Adrenal Gland" 11 4.87916 1.07e-06 0 0 0 1 0 "Adrenal_Gland" 113185251 113254266
"Adrenal_Gland/Adrenal_Gland.ENSG00000149294.12.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000149294.12.wgt.RDat" "NCAM1" "GTEx Adrenal..." "GTEx Adrenal Gland" 11 5.248 1.54e-07 0 0 0.924 0.034 0.042 "Adrenal_Gland" 112832022 113149158
"Adrenal_Gland/Adrenal_Gland.ENSG00000149926.9.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000149926.9.wgt.RDat" "FAM57B" "GTEx Adrenal..." "GTEx Adrenal Gland" 16 5.5244 3.31e-08 0.48 0.039 0.34 0.028 0.113 "Adrenal_Gland" 30036024 30064299
"Adrenal_Gland/Adrenal_Gland.ENSG00000154710.11.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000154710.11.wgt.RDat" "RABGEF1" "GTEx Adrenal..." "GTEx Adrenal Gland" 7 -4.9366 7.95e-07 0.634 0.219 0.051 0.018 0.078 "Adrenal_Gland" 66147151 66273051
"Adrenal_Gland/Adrenal_Gland.ENSG00000155530.2.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000155530.2.wgt.RDat" "LRGUK" "GTEx Adrenal..." "GTEx Adrenal Gland" 7 5.0023 5.67e-07 0 0.001 0 0 0.998 "Adrenal_Gland" 133812052 133949343
"Adrenal_Gland/Adrenal_Gland.ENSG00000156603.10.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000156603.10.wgt.RDat" "MED19" "GTEx Adrenal..." "GTEx Adrenal Gland" 11 -6.5231 6.89e-11 0 0 0.486 0.041 0.472 "Adrenal_Gland" 57471186 57479681
"Adrenal_Gland/Adrenal_Gland.ENSG00000157429.11.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000157429.11.wgt.RDat" "ZNF19" "GTEx Adrenal..." "GTEx Adrenal Gland" 16 5.376 7.62e-08 0.001 0.001 0.175 0.151 0.672 "Adrenal_Gland" 71499845 71598992
"Adrenal_Gland/Adrenal_Gland.ENSG00000157827.15.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000157827.15.wgt.RDat" "FMNL2" "GTEx Adrenal..." "GTEx Adrenal Gland" 2 -5.379 7.49e-08 0.003 0.001 0.358 0.067 0.571 "Adrenal_Gland" 153191751 153506348
"Adrenal_Gland/Adrenal_Gland.ENSG00000160710.11.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000160710.11.wgt.RDat" "ADAR" "GTEx Adrenal..." "GTEx Adrenal Gland" 1 -5.477 4.33e-08 0 0.001 0 0.007 0.992 "Adrenal_Gland" 154554538 154600475
"Adrenal_Gland/Adrenal_Gland.ENSG00000163938.12.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000163938.12.wgt.RDat" "GNL3" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 7.15 8.68e-13 0 0 0.16 0.029 0.811 "Adrenal_Gland" 52715172 52728504
"Adrenal_Gland/Adrenal_Gland.ENSG00000165637.9.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000165637.9.wgt.RDat" "VDAC2" "GTEx Adrenal..." "GTEx Adrenal Gland" 10 -5.211 1.88e-07 0.001 0.001 0.475 0.28 0.244 "Adrenal_Gland" 76969912 76991206
"Adrenal_Gland/Adrenal_Gland.ENSG00000166166.8.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000166166.8.wgt.RDat" "TRMT61A" "GTEx Adrenal..." "GTEx Adrenal Gland" 14 7.057 1.7e-12 0 0 0.249 0.048 0.703 "Adrenal_Gland" 103995521 104003410
"Adrenal_Gland/Adrenal_Gland.ENSG00000166170.9.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000166170.9.wgt.RDat" "BAG5" "GTEx Adrenal..." "GTEx Adrenal Gland" 14 9.6689 4.09e-22 0 0 0.03 0.15 0.82 "Adrenal_Gland" 104022881 104029168
"Adrenal_Gland/Adrenal_Gland.ENSG00000166763.7.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000166763.7.wgt.RDat" "STRCP1" "GTEx Adrenal..." "GTEx Adrenal Gland" 15 -5.098 3.43e-07 0.051 0.002 0.637 0.021 0.29 "Adrenal_Gland" 43991686 44010016
"Adrenal_Gland/Adrenal_Gland.ENSG00000166896.3.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000166896.3.wgt.RDat" "XRCC6BP1" "GTEx Adrenal..." "GTEx Adrenal Gland" 12 5.574 2.49e-08 0 0 0 0.257 0.743 "Adrenal_Gland" 58335324 58351052
"Adrenal_Gland/Adrenal_Gland.ENSG00000168237.13.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000168237.13.wgt.RDat" "GLYCTK" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 6.431 1.27e-10 0 0 0.157 0.676 0.167 "Adrenal_Gland" 52321105 52329272
"Adrenal_Gland/Adrenal_Gland.ENSG00000168496.3.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000168496.3.wgt.RDat" "FEN1" "GTEx Adrenal..." "GTEx Adrenal Gland" 11 -8.31085 9.5e-17 0 0 0.509 0.042 0.449 "Adrenal_Gland" 61560275 61564716
"Adrenal_Gland/Adrenal_Gland.ENSG00000168795.4.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000168795.4.wgt.RDat" "ZBTB5" "GTEx Adrenal..." "GTEx Adrenal Gland" 9 7.636 2.24e-14 0 0 0.779 0.158 0.063 "Adrenal_Gland" 37438111 37465396
"Adrenal_Gland/Adrenal_Gland.ENSG00000169519.15.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000169519.15.wgt.RDat" "METTL15" "GTEx Adrenal..." "GTEx Adrenal Gland" 11 -5.387 7.16e-08 0 0 0.818 0.146 0.037 "Adrenal_Gland" 28129856 28355054
"Adrenal_Gland/Adrenal_Gland.ENSG00000169738.3.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000169738.3.wgt.RDat" "DCXR" "GTEx Adrenal..." "GTEx Adrenal Gland" 17 5.1804 2.21e-07 0 0.006 0 0.002 0.993 "Adrenal_Gland" 79993012 79995608
"Adrenal_Gland/Adrenal_Gland.ENSG00000169964.5.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000169964.5.wgt.RDat" "TMEM42" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 -5.705 1.16e-08 0 0 0.002 0.036 0.962 "Adrenal_Gland" 44903361 44907162
"Adrenal_Gland/Adrenal_Gland.ENSG00000170627.5.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000170627.5.wgt.RDat" "GTSF1" "GTEx Adrenal..." "GTEx Adrenal Gland" 12 -5.210915 1.88e-07 0.002 0.055 0.008 0.27 0.664 "Adrenal_Gland" 54849734 54867383
"Adrenal_Gland/Adrenal_Gland.ENSG00000170959.10.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000170959.10.wgt.RDat" "DCDC1" "GTEx Adrenal..." "GTEx Adrenal Gland" 11 -5.35867 8.38e-08 0 0 0.137 0.015 0.847 "Adrenal_Gland" 30851916 31391357
"Adrenal_Gland/Adrenal_Gland.ENSG00000172469.10.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000172469.10.wgt.RDat" "MANEA" "GTEx Adrenal..." "GTEx Adrenal Gland" 6 -4.9771 6.45e-07 0.025 0.874 0.001 0.033 0.066 "Adrenal_Gland" 96025419 96057333
"Adrenal_Gland/Adrenal_Gland.ENSG00000172650.8.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000172650.8.wgt.RDat" "AGAP5" "GTEx Adrenal..." "GTEx Adrenal Gland" 10 -5.031 4.88e-07 0.003 0.006 0.007 0.014 0.971 "Adrenal_Gland" 75434033 75457639
"Adrenal_Gland/Adrenal_Gland.ENSG00000173611.13.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000173611.13.wgt.RDat" "SCAI" "GTEx Adrenal..." "GTEx Adrenal Gland" 9 5.436 5.45e-08 0.001 0.001 0.038 0.024 0.936 "Adrenal_Gland" 127704887 127905775
"Adrenal_Gland/Adrenal_Gland.ENSG00000177479.15.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000177479.15.wgt.RDat" "ARIH2" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 -4.9364 7.96e-07 0 0 0.031 0.948 0.021 "Adrenal_Gland" 48958913 49023815
"Adrenal_Gland/Adrenal_Gland.ENSG00000177683.9.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000177683.9.wgt.RDat" "THAP5" "GTEx Adrenal..." "GTEx Adrenal Gland" 7 -6.344 2.24e-10 0 0 0.027 0.008 0.965 "Adrenal_Gland" 108194987 108209897
"Adrenal_Gland/Adrenal_Gland.ENSG00000178252.13.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000178252.13.wgt.RDat" "WDR6" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 5.657 1.54e-08 0 0 0.002 0.998 0 "Adrenal_Gland" 49044588 49053236
"Adrenal_Gland/Adrenal_Gland.ENSG00000178467.13.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000178467.13.wgt.RDat" "P4HTM" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 -6.542 6.07e-11 0 0 0.438 0.542 0.02 "Adrenal_Gland" 49027422 49044494
"Adrenal_Gland/Adrenal_Gland.ENSG00000181315.6.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000181315.6.wgt.RDat" "ZNF322" "GTEx Adrenal..." "GTEx Adrenal Gland" 6 -5.351 8.74e-08 0 0 0.001 0.999 0 "Adrenal_Gland" 26636518 26659980
"Adrenal_Gland/Adrenal_Gland.ENSG00000182149.16.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000182149.16.wgt.RDat" "IST1" "GTEx Adrenal..." "GTEx Adrenal Gland" 16 -5.129 2.91e-07 0 0 0.81 0.149 0.041 "Adrenal_Gland" 71919136 71962913
"Adrenal_Gland/Adrenal_Gland.ENSG00000182511.7.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000182511.7.wgt.RDat" "FES" "GTEx Adrenal..." "GTEx Adrenal Gland" 15 4.9528 7.32e-07 0 0 0.59 0.075 0.335 "Adrenal_Gland" 91426925 91439006
"Adrenal_Gland/Adrenal_Gland.ENSG00000183066.10.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000183066.10.wgt.RDat" "WBP2NL" "GTEx Adrenal..." "GTEx Adrenal Gland" 22 5.1902 2.1e-07 0.003 0.001 0.307 0.072 0.617 "Adrenal_Gland" 42394729 42454357
"Adrenal_Gland/Adrenal_Gland.ENSG00000183431.7.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000183431.7.wgt.RDat" "SF3A3" "GTEx Adrenal..." "GTEx Adrenal Gland" 1 5.1679 2.37e-07 0.002 0.024 0.063 0.716 0.195 "Adrenal_Gland" 38422647 38456593
"Adrenal_Gland/Adrenal_Gland.ENSG00000184903.5.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000184903.5.wgt.RDat" "IMMP2L" "GTEx Adrenal..." "GTEx Adrenal Gland" 7 5.264 1.41e-07 0 0 0.66 0.31 0.03 "Adrenal_Gland" 110303110 111202573
"Adrenal_Gland/Adrenal_Gland.ENSG00000186446.7.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000186446.7.wgt.RDat" "ZNF501" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 -5.981 2.22e-09 0 0 0.033 0.606 0.361 "Adrenal_Gland" 44771088 44778575
"Adrenal_Gland/Adrenal_Gland.ENSG00000186448.10.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000186448.10.wgt.RDat" "ZNF197" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 -7.433 1.06e-13 0 0 0.044 0.007 0.949 "Adrenal_Gland" 44626380 44689963
"Adrenal_Gland/Adrenal_Gland.ENSG00000186470.9.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000186470.9.wgt.RDat" "BTN3A2" "GTEx Adrenal..." "GTEx Adrenal Gland" 6 7.959 1.73e-15 0 0 0 0.69 0.31 "Adrenal_Gland" 26365387 26378546
"Adrenal_Gland/Adrenal_Gland.ENSG00000187049.5.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000187049.5.wgt.RDat" "TMEM216" "GTEx Adrenal..." "GTEx Adrenal Gland" 11 -6.458 1.06e-10 0 0 0.889 0.071 0.04 "Adrenal_Gland" 61159159 61166335
"Adrenal_Gland/Adrenal_Gland.ENSG00000188315.3.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000188315.3.wgt.RDat" "C3orf62" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 -10.3102 6.34e-25 0 0 0.086 0.144 0.771 "Adrenal_Gland" 49306219 49315263
"Adrenal_Gland/Adrenal_Gland.ENSG00000197062.7.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000197062.7.wgt.RDat" "RP5-874C20.3" "GTEx Adrenal..." "GTEx Adrenal Gland" 6 7.432 1.07e-13 0 0 0.036 0.167 0.797 "Adrenal_Gland" 28234788 28245974
"Adrenal_Gland/Adrenal_Gland.ENSG00000197183.8.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000197183.8.wgt.RDat" "C20orf112" "GTEx Adrenal..." "GTEx Adrenal Gland" 20 5.883 4.02e-09 0 0 0.088 0.052 0.859 "Adrenal_Gland" 31030862 31172876
"Adrenal_Gland/Adrenal_Gland.ENSG00000198160.10.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000198160.10.wgt.RDat" "MIER1" "GTEx Adrenal..." "GTEx Adrenal Gland" 1 -5.398 6.74e-08 0.009 0.001 0.228 0.021 0.741 "Adrenal_Gland" 67390578 67454302
"Adrenal_Gland/Adrenal_Gland.ENSG00000198218.6.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000198218.6.wgt.RDat" "QRICH1" "GTEx Adrenal..." "GTEx Adrenal Gland" 3 7.0233 2.17e-12 0 0 0.379 0.363 0.257 "Adrenal_Gland" 49067140 49131796
"Adrenal_Gland/Adrenal_Gland.ENSG00000203871.4.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000203871.4.wgt.RDat" "C6orf164" "GTEx Adrenal..." "GTEx Adrenal Gland" 6 -4.9878 6.11e-07 0.016 0.186 0.01 0.108 0.681 "Adrenal_Gland" 88106840 88109467
"Adrenal_Gland/Adrenal_Gland.ENSG00000204044.5.wgt.RDat" "resources/twas/fusion_data/Adrenal_Gland/Adrenal_Gland/Adrenal_Gland.ENSG00000204044.5.wgt.RDat" "RP11-465L10.10" "GTEx Adrenal..." "GTEx Adrenal Gland" 20 5.796 6.77e-09 0 0 0.266 0.048 0.686 "Adrenal_Gland" 44642174 44650712
