GeneSet	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	Enrichment_p_fdr
GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE	L2_1	0.00117997188130697	0.01015434875256817	0.0073807406787323	8.605585364729965	6.25501403521342	0.2256836729894605	6.41177967077665e-8	5.55612427274515e-8	1.154002206579289	0.3660956448367903
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	L2_1	0.08046354744102614	0.07743824002432104	0.00859686200617783	0.962401515805372	0.1068416976330642	0.7241267297546004	-7.817861331439614e-10	1.060660594851257e-9	-0.7370747409104946	0.7867055829432694
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	L2_1	0.00525887667146606	0.00756314629939044	0.00184514255938928	1.4381676490774191	0.3508624892081564	0.21273704018866663	2.9251642503781832e-9	3.1319893596793952e-9	0.9339636615743856	0.3520256109760284
GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	L2_1	0.07274843700696458	0.0809654365325209	0.00888928819297417	1.112950873772995	0.12219215365579825	0.35553654517468203	1.213362916552537e-9	1.2054144397272831e-9	1.0065939784386957	0.4776674194713285
GOBP_COGNITION	L2_1	0.03165508586501383	0.05070195685261597	0.00720349982139882	1.6017001839395837	0.2275621633792614	0.00931872070636373	4.6477808809303164e-9	2.1198674980065254e-9	2.1924865046051143	0.043160390640000434
GOBP_GROWTH	L2_1	0.08062710623890422	0.09899909285510708	0.00908526580315602	1.227863648755609	0.11268252361973266	0.04500327388601682	1.3896398715753996e-9	1.1353301345794795e-9	1.2239962890530651	0.132400886828757
GOCC_SYNAPTIC_MEMBRANE	L2_1	0.0449402540680428	0.07676253010734582	0.00708263260398271	1.7081018276203286	0.1576010806093596	1.3074726167784404e-5	4.714930929915469e-9	1.4789376855369204e-9	3.188052462267021	5.752879513825137e-4
GOCC_POSTSYNAPTIC_MEMBRANE	L2_1	0.03214760753739332	0.05989284235012494	0.00690475357090125	1.863057531745062	0.21478281277603037	9.475857418719336e-5	6.064456543724764e-9	1.979945983486869e-9	3.0629404005480456	0.0015161371869950938
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	L2_1	0.01436750806344873	0.02159840942582359	0.00296541702314378	1.5032815245651707	0.20639744972114385	0.01568306096642047	2.371782736658738e-9	1.8828212233556633e-9	1.259696198044561	0.06133819400200006
GOCC_NEURON_PROJECTION_MEMBRANE	L2_1	0.007651028935816	0.01375665634076624	0.00215870853980133	1.7980138954080505	0.2821461737905585	0.00535954871389065	4.929832899624078e-9	2.552738729928855e-9	1.931193679096753	0.026950873532707267
GOCC_CYTOPLASMIC_REGION	L2_1	0.02392756173757486	0.02871652325550195	0.00411189270051683	1.2001441505177148	0.17184754324798962	0.24376136529439324	1.5577413283268332e-9	1.5804211715447011e-9	0.985649494181541	0.3847713030655893
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	L2_1	0.0479116561058009	0.06224210666235449	0.0046844884987183	1.2991015490031983	0.0977734622316913	0.00244742508925402	5.8073999274694e-10	9.40277187047208e-10	0.6176263773565136	0.015236891285419002
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY	L2_1	0.01707184794097926	0.03020225156535966	0.00653841410373361	1.769126088152542	0.3829939281522538	0.04684347476456999	6.6227131027725675e-9	3.476421087914536e-9	1.9050376623809555	0.13297502513813417
GOMF_TRANSITION_METAL_ION_BINDING	L2_1	0.07797544068192108	0.08696988386915883	0.00765096665266655	1.115349693551949	0.0981202104887938	0.2413904930396597	1.557601875939971e-9	9.619796169185287e-10	1.619163076375127	0.38274528626108206
GOCC_PRESYNAPSE	L2_1	0.05040295016455692	0.07324104260740534	0.00720559096735597	1.4531102320059834	0.14295970660112084	0.00184551274334684	3.3410819975782203e-9	1.3651752955130803e-9	2.4473648245462316	0.012256990295435616
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	L2_1	0.00108569491268392	0.00241996996679329	0.00215888424108643	2.2289594788750864	1.988481493156764	0.5379235716644885	1.1006517354290672e-8	1.770614240511293e-8	0.6216214182888512	0.6375390478986529
GOBP_AXONAL_TRANSPORT	L2_1	0.00645814010329199	0.00996671957381003	0.00187200247294302	1.5432801726815386	0.28986712009991544	0.06118653065293553	4.3598232515887134e-9	2.584722898853532e-9	1.68676621138867	0.161937284134085
GOBP_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY	L2_1	8.88417839551e-4	0.00137868994662555	8.0218653420379e-4	1.55184856184601	0.9029383455528296	0.5413829418063112	6.7473837894364535e-9	8.066680858642473e-9	0.836451064282213	0.6394858909926898
GOMF_CATION_CHANNEL_ACTIVITY	L2_1	0.03240158499379064	0.03916422918491327	0.00430861698213016	1.208713375978941	0.1329755005181339	0.11642907663586322	1.5688195181208676e-9	1.2374977049407879e-9	1.2677352950694427	0.24250316553741924
GOBP_RNA_DESTABILIZATION	L2_1	0.00684833268161443	0.01110707682348545	0.00291344122144425	1.6218658379877453	0.4254234361694944	0.14354335343284633	6.235574220103176e-9	3.827976180369253e-9	1.6289480201263116	0.27610524813312515
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	L2_1	0.08979394778767015	0.11182382100268091	0.00881005542439112	1.2453380629516744	0.09811413398622013	0.0134191915130585	1.7202444368897835e-9	9.700405924987034e-10	1.773373661053347	0.05557124014819521
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	L2_1	0.01514487367305586	0.03500309764467255	0.00585099286377374	2.3112175380469706	0.3863348741021993	8.9808511252288e-4	9.384800394319268e-9	3.5240394332413592e-9	2.6630804144229643	0.006726084246979867
GOBP_METAL_ION_HOMEOSTASIS	L2_1	0.05516578235876614	0.06336047045128491	0.00833599059601186	1.1485465761951004	0.15110799193963084	0.3276488622812962	1.7285540843831583e-9	1.4363899863199826e-9	1.203401653343252	0.458558286142473
GOCC_DENDRITIC_TREE	L2_1	0.06291981139909202	0.09623221883688896	0.00768768025783472	1.529442264639046	0.12218218851726668	3.243996186062868e-5	4.5871713309347765e-9	1.1863486500416071e-9	3.866630042335275	8.041368285665049e-4
GOBP_MICROTUBULE_BASED_MOVEMENT	L2_1	0.03187484178831667	0.03444950375543702	0.00397890091042073	1.080774109695003	0.12482888344497284	0.5169659020028167	8.170694217736571e-10	1.1469181874384328e-9	0.7124042767152629	0.6210648379009949
GOCC_ANCHORED_COMPONENT_OF_SYNAPTIC_MEMBRANE	L2_1	0.002215005504802	0.00297529258012713	0.00159397103976394	1.3432438762237255	0.7196239631496661	0.6336738564229858	1.053337248500131e-9	6.417849030961451e-9	0.16412621166664182	0.7241141623114193
GOBP_TRANSMEMBRANE_TRANSPORT	L2_1	0.1202442343846222	0.11611943249743988	0.00876786782184668	0.9656964684561224	0.07291715787221141	0.6377141770356249	-2.182370777969368e-11	7.50331498089131e-10	-0.02908542135745614	0.7241141623114193
GOCC_POSTSYNAPSE	L2_1	0.06406019366368185	0.10480225876734324	0.00834841228362216	1.6359965959135023	0.1303213712941863	2.9612713519803948e-6	4.9124234439251034e-9	1.2500309306128578e-9	3.929841513214932	2.084735031794198e-4
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE	L2_1	0.008085172698799	0.01852161285829542	0.00293700182334871	2.290812274306357	0.36325777231511513	4.7323007348061e-4	8.714594685884918e-9	3.272372279581874e-9	2.663081685497721	0.004383604891188809
GOBP_CHEMICAL_HOMEOSTASIS	L2_1	0.09429609242095371	0.10261022708006765	0.00847116096832622	1.08817051105361	0.08983575831021215	0.32828604576108866	1.1729496050921868e-9	9.147074489219141e-10	1.282322130944315	0.458558286142473
GOBP_MICROTUBULE_BASED_PROCESS	L2_1	0.06768666965601823	0.06776886314987782	0.00500323281217477	1.0012143232083557	0.07391755034781679	0.986903055128699	6.561713405736402e-11	7.202102467524445e-10	0.09110830393380724	0.986903055128699
GOCC_TRANSPORTER_COMPLEX	L2_1	0.03832543302401429	0.04218360369260209	0.00404727481790327	1.1006686777986383	0.10560284642752228	0.340736302210626	1.2990975972938095e-10	1.0078113061993538e-9	0.1289028600197939	0.46851241553961076
GOBP_NEUROGENESIS	L2_1	0.1525500326362709	0.2200045503949312	0.01132545183632643	1.4421796350545129	0.07424090077600976	1.9587533908221257e-8	3.0021820026827112e-9	8.274015806359258e-10	3.628446056841333	6.662429085218349e-6
GOMF_PROTEIN_DOMAIN_SPECIFIC_BINDING	L2_1	0.05657708509368732	0.06574921737570986	0.00550176280645216	1.1621174414842017	0.09724365964315168	0.09619242984865642	9.666573974960702e-10	9.51505998741393e-10	1.0159235977226824	0.21295431010520163
GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	L2_1	0.05615032244568548	0.0689343122093704	0.00581208239478524	1.227674378469526	0.10350933247814029	0.02877696254552089	1.5762639924397916e-9	9.955972262488563e-10	1.58323461625012	0.09466813846750796
GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS	L2_1	0.00701574978959628	0.00484657383068841	0.0014024090295789	0.6908133807558877	0.19989439071195975	0.12294596985122692	-2.5740497463862912e-9	1.8038361551309255e-9	-1.426986447225005	0.2501559617782189
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	L2_1	0.03071751650979281	0.04819320267949939	0.00450246362542525	1.5689159852534074	0.14657642078551036	1.4807361749115e-4	2.031964680320881e-9	1.3714373298961467e-9	1.4816314504686503	0.0019872325002198046
GOBP_RESPONSE_TO_AUDITORY_STIMULUS	L2_1	0.00406598783894205	0.01034271353327627	0.00542135690881957	2.543714822316679	1.333343119449707	0.24857409652955023	1.2547977812402545e-8	1.1937868070112851e-8	1.051107093721126	0.3854541056317255
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION	L2_1	0.00283518691583297	0.00486670246662888	8.1747913148836e-4	1.7165367261858453	0.28833341707497057	0.01307193870217944	3.0063586160523934e-9	2.61164177281996e-9	1.151137436742035	0.05557124014819521
GOCC_CAVEOLA	L2_1	0.00968117106086249	0.01131899259029767	0.00190168906213236	1.1691759725283966	0.1964317178342412	0.39063004121545064	6.03116859343834e-10	1.7852001571960214e-9	0.33784271019286577	0.5111590130402923
GOBP_NEURON_MIGRATION	L2_1	0.01880355816712823	0.03575654820976994	0.0067079872426999004	1.90158415189091	0.35674031388519795	0.01325211584339562	5.642494939437198e-9	3.2878816059703693e-9	1.7161490636375571	0.05557124014819521
GOMF_PROTEIN_HOMODIMERIZATION_ACTIVITY	L2_1	0.05438472619166843	0.05755643182383337	0.00649304972686192	1.0583197867170808	0.1193910529948874	0.6252923966841768	2.85439456339344e-10	1.1803546387856858e-9	0.24182516589505315	0.7190781037941831
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	L2_1	0.04616870645456697	0.05544392852481203	0.00769035325431004	1.2008984609385251	0.16657068921516915	0.22948832534581995	2.022436679009255e-9	1.5716442099283843e-9	1.2868285749618944	0.36718132055331193
GOCC_DISTAL_AXON	L2_1	0.02603705084866885	0.0476923242839832	0.00758673257534209	1.8317099183458976	0.2913821776297664	0.00511103651332809	6.2931776640096835e-9	2.6738832953749235e-9	2.353572302461792	0.026073693517267935
GOCC_SITE_OF_POLARIZED_GROWTH	L2_1	0.01669406905603424	0.03303380368618797	0.00438135054071773	1.978774831666793	0.26244952779406744	2.577191110337e-4	7.126749683703373e-9	2.3871108514091687e-9	2.9855126667017924	0.00288125610940365
GOCC_SARCOLEMMA	L2_1	0.01557029430015203	0.01887695962860752	0.00378746753080688	1.2123701238211793	0.2432495788322963	0.38402059066784744	1.4650072665859654e-9	2.20312363365931e-9	0.664968249717625	0.5062743367606078
GOBP_PURINE_NUCLEOSIDE_METABOLIC_PROCESS	L2_1	0.00293365769978623	0.00242018070217488	0.00104166332729058	0.8249703782248491	0.3550732341290154	0.6221749495303392	-3.3130597190111334e-9	3.1649683742867883e-9	-1.0467907818376594	0.7180510892940309
GOBP_UROGENITAL_SYSTEM_DEVELOPMENT	L2_1	0.03521680934865183	0.0410792146952472	0.00575932949569393	1.166466112490676	0.16353921897567977	0.3101121487691678	-1.9326604289696943e-11	1.5353373813547975e-9	-0.01258785497207327	0.4437377088079149
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	L2_1	0.08258528249288435	0.1041279987870358	0.00717432314999967	1.2608541818090602	0.08687169109844507	0.0029496214848904	2.1657872362915768e-9	8.943191777951926e-10	2.421716194917115	0.016515880392942855
GOCC_SYNAPSE	L2_1	0.12752536880831394	0.1759523698751128	0.00955380542505193	1.3797440581378793	0.07491690096119197	1.2301078387410951e-6	3.015976182968938e-9	7.842149713705987e-10	3.8458538705245777	1.0824948980921637e-4
GOMF_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	L2_1	0.04337931600213985	0.04721031714809344	0.00461476924072322	1.0883140053606335	0.10638178897278108	0.40553438405404474	6.001039175641292e-10	1.003830062676819e-9	0.5978142515117436	0.5198021987831913
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	L2_1	0.00132960721228875	0.00244344268418335	0.00136458139346221	1.8377176820342864	1.0263041452018482	0.4149243704099653	6.244144946610496e-9	9.092373063796928e-9	0.6867453527036619	0.5253718646917546
GOCC_GABA_ERGIC_SYNAPSE	L2_1	0.00806353261169514	0.02033184096255261	0.00505804974430592	2.5214557863961296	0.6272746682973487	0.01660844442289586	1.1449409553589752e-8	5.685927090532663e-9	2.0136398816392767	0.06219332379637599
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	L2_1	0.00379993219439374	0.0040877639144341	0.00143678445760319	1.0757465410738176	0.3781079198526124	0.8412024949476746	1.3868478310980575e-9	3.381294287655549e-9	0.41015295124153206	0.8786447424972744
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	L2_1	0.0947564055915972	0.107767851759979	0.00726535241778736	1.1373146869295727	0.07667399763031574	0.07550338814332257	-2.7034090634140227e-10	7.894927398998025e-10	-0.3424235495512122	0.1845638376836774
GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	L2_1	0.00282310872768198	0.00659151554065297	0.00125829588287396	2.334842960889141	0.4457128662937245	0.00270504984888422	9.73683730950686e-9	3.943271805224264e-9	2.469228039671767	0.015622061939317205
GOBP_HEART_DEVELOPMENT	L2_1	0.05490475929261407	0.06046200968146967	0.00571989667367217	1.101216187092968	0.1041785219963914	0.3306625321971406	-9.094887654768895e-11	1.0310571996849872e-9	-0.08820934141721334	0.4592277751639482
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	L2_1	0.03431866185753475	0.03738892510125267	0.00402287744015234	1.0894633729153935	0.11722127910616986	0.4450891778126701	1.0513075994483551e-9	1.116385287007719e-9	0.9417067849991166	0.5536091540284801
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	L2_1	0.11657598799159694	0.13511996450271313	0.00919413069889831	1.1590720081433312	0.07886813448718998	0.0457270581604046	1.198099591493018e-9	8.168118313278641e-10	1.466799996696065	0.132400886828757
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	L2_1	0.01819562269686146	0.02843540628885951	0.00332935506027983	1.56276082234681	0.1829756043938037	0.00251624471554441	1.6851888584431414e-9	1.7071318731629047e-9	0.9871462685075946	0.015254607226301507
GOMF_TRANSCRIPTION_COREGULATOR_ACTIVITY	L2_1	0.03887817788453554	0.05124128357984518	0.00632626147970318	1.3179960164806817	0.1627201125138008	0.0520290272339891	2.0477031114373478e-9	1.534978174392405e-9	1.33402750970573	0.14087859681818587
GOBP_RESPONSE_TO_HORMONE	L2_1	0.06826625493465281	0.06459329942342967	0.00670790669965311	0.946196616252949	0.09826094468012336	0.5842289609823222	-5.476360619228111e-10	9.477410551469887e-10	-0.5778330050689598	0.6809556101515809
GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT	L2_1	0.0094885910608994	0.01416373895299331	0.00371386903281971	1.4927125494278357	0.3914036350585107	0.2102739266126766	2.982665600148126e-9	3.54150796882219e-9	0.8422021428177331	0.3520256109760284
GOCC_DYSTROGLYCAN_COMPLEX	L2_1	0.00169614667214882	0.00385513662695482	0.00136660269896034	2.2728792799922233	0.8057102144527508	0.11475549368825172	1.0483829509363478e-8	7.143156274794148e-9	1.467674667339628	0.2404400820134798
GOBP_CATION_TRANSPORT	L2_1	0.0968311699117571	0.09649281068732454	0.00860928025964493	0.9965056786493348	0.08891021628149934	0.9686080047850076	2.8332188421747047e-10	8.836749500237773e-10	0.32061776132711134	0.9769341480926151
GOMF_GATED_CHANNEL_ACTIVITY	L2_1	0.03457834290278115	0.04081723598523394	0.00444177986045907	1.18042776370151	0.12845554435466658	0.1598135845820724	1.1970973202423552e-9	1.192730185564673e-9	1.003661460681164	0.2943944145483732
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	L2_1	0.07111905587487266	0.07980489097041854	0.0062769151912553	1.122130911169965	0.08825925926658745	0.16799788131258112	-2.2058995999764244e-12	8.826533672476736e-10	-0.002499168622508	0.30640028094315314
GOBP_REGULATION_OF_EXOCYTOSIS	L2_1	0.01737866747053719	0.02670944076855229	0.00730401633080807	1.5369095941235982	0.4202863276595224	0.20348971498439755	4.778924202627356e-9	3.832592827667476e-9	1.2469167525776066	0.34932099997053007
GOBP_AXON_DEVELOPMENT	L2_1	0.05119709103548488	0.07477446921428957	0.00692655328755144	1.4605218324311264	0.1352919306050147	8.9572839491571e-4	1.6652611159708662e-9	1.2959546929049707e-9	1.2849686220419252	0.006726084246979867
GOBP_CELL_PROJECTION_ORGANIZATION	L2_1	0.13935427657608193	0.172485333032688	0.00898466117388593	1.237746966010891	0.06447352312851815	3.115594099291e-4	1.1648774026322515e-9	6.969409124536576e-10	1.6714148671960898	0.003225556243971859
GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	L2_1	0.01120889410935021	0.01929271365675074	0.00412212302043222	1.7211968878051211	0.36775465806155166	0.0509418524773169	5.675092494140308e-9	3.3132316746994e-9	1.7128571290310366	0.1390041245892678
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	L2_1	0.01539566382980222	0.0237295881183918	0.00655029855276954	1.541316333009113	0.4254638595115186	0.2059473010752998	5.078308997938043e-9	3.855475461922151e-9	1.3171680245647956	0.34932099997053007
GOBP_GMP_METABOLIC_PROCESS	L2_1	0.00297475709002225	0.00413876500819256	7.2115743877045e-4	1.3912951151791686	0.24242565592643425	0.10705353178495332	2.872750750199084e-9	2.1692458941697536e-9	1.324308487995819	0.23118308704480717
GOBP_METAL_ION_TRANSPORT	L2_1	0.07720998550785174	0.07913969642151426	0.00800854328558963	1.024993022611904	0.10372419102157736	0.8094545755934723	5.826135375678036e-10	9.960794220656607e-10	0.5849067099083172	0.8660425854373929
GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	L2_1	0.00525837341362644	0.01034923189678755	0.00245568625481154	1.968143203746002	0.467004919895557	0.03888114158155851	6.987413634023511e-9	4.178705472497937e-9	1.6721479127952492	0.11798415376472927
GOBP_REGULATION_OF_MITOCHONDRIAL_FUSION	L2_1	0.0011521249475144	4.3449464714241e-4	4.905586675743e-4	0.37712458885626543	0.4257859953754465	0.14640941347775488	-4.13262626467939e-9	3.801765291838896e-9	-1.0870282480485425	0.27707587926972965
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	L2_1	0.01677375154730816	0.02302385086674283	0.00342425278625315	1.3726118931598028	0.2041435260678265	0.0692643303497048	1.6954836706292556e-9	1.8668724451861547e-9	0.908194705536077	0.17505067523461898
GOCC_NEUROTRANSMITTER_RECEPTOR_COMPLEX	L2_1	0.0052535085878434	0.00938447943056446	0.00220597693369335	1.7863260854431855	0.4199054587629257	0.06218441848491363	4.558010302537377e-9	3.771582756250408e-9	1.2085139309176425	0.16335011422902684
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	L2_1	0.12715211924392555	0.13402736853423727	0.01093660850556806	1.0540710554506951	0.08601200334370782	0.5298082229048352	1.319048189562678e-10	9.395056636013187e-10	0.1403981094170837	0.6300422110219662
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION	L2_1	0.06544146868083875	0.07271315802742703	0.00682768849565892	1.1111174534002692	0.10433275159147012	0.2879106478325576	9.671412584901123e-10	1.0504059760224735e-9	0.9207309179183693	0.425817428727144
GOBP_HEAD_DEVELOPMENT	L2_1	0.07466903667558607	0.1050994493931478	0.0078368655301643	1.407537234607331	0.10495468910645069	1.8875740076192e-4	2.069469617306234e-9	1.060737198959287e-9	1.9509729830693572	0.002291124312696408
GOBP_REGULATION_OF_CELL_DEVELOPMENT	L2_1	0.04661325087956889	0.06507291022093106	0.00741576459171524	1.3960174197902435	0.15909134101963401	0.01411491917994388	2.2056463077357767e-9	1.5201184901799567e-9	1.4509699881847138	0.05710863852115225
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	L2_1	0.0075008903469946	0.01065886027136703	0.00232087982064308	1.4210126769334446	0.30941391131960755	0.1753243843252074	2.1484782802830614e-9	2.793037560812797e-9	0.7692264187302359	0.3148682820534337
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	L2_1	0.07877159458420753	0.08326993152625448	0.0086773129664235	1.057106079492122	0.11015789400006852	0.6046730657760202	5.186776722444105e-10	1.0981358212132714e-9	0.4723256105709688	0.7001477603722339
GOBP_MEMBRANE_BIOGENESIS	L2_1	0.00761965919714605	0.01179611209717246	0.00123137516914663	1.5481154461069195	0.161605018976157	6.3884935599103e-4	3.1436333315821392e-9	1.417130105575683e-9	2.218309609832963	0.005354166031162918
GOCC_MULTIVESICULAR_BODY	L2_1	0.00568631032992074	0.00408554517677448	0.00157603018171902	0.7184879015970679	0.2771621825537955	0.30880537910131395	-1.377361469834756e-9	2.5143014998095255e-9	-0.5478107816183143	0.44367140181086734
GOBP_NEGATIVE_REGULATION_OF_SIGNALING	L2_1	0.10762655382954892	0.12303357817671104	0.01037995311001002	1.1431526310092828	0.09644416494510304	0.14171034097799398	9.278913902384131e-10	1.0231964294998094e-9	0.9068555787396696	0.2740771429904059
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	L2_1	0.0316787389834762	0.03073797773157675	0.00355857123012927	0.9703030713315276	0.11233310871324276	0.7919243766574997	-7.639183590177602e-10	1.0505576077723675e-9	-0.7271551349169653	0.8524690537719873
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	L2_1	0.04698717145441012	0.07287236861942374	0.00686362156599656	1.5508992425757964	0.14607437207953822	2.203788200903e-4	3.7682872188260194e-09	1.3948101962341483e-9	2.701648746904796	0.0025857781557261867
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	L2_1	0.02048175530966377	0.03635298538611317	0.00644464528178728	1.7748959909193418	0.3146529769714878	0.01484196413315461	5.983927385996777e-9	2.886482327659179e-9	2.073086444582358	0.05936785653261844
GOBP_POSTSYNAPSE_ASSEMBLY	L2_1	0.00454391503397242	0.0088088248710096791	0.00109219623875487	1.9385980602962016	0.24036458221359883	8.746398994046749e-5	3.956344593404877e-9	2.146238644346892e-9	1.843385218985658	0.0014660630694783123
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT	L2_1	5.2389141104942e-4	8.0384283306771e-4	1.1081958051879e-4	1.5343691767297898	0.21153158494583543	0.01003633341335273	4.364470255183129e-9	1.888290669221404e-9	2.311333909722026	0.04588038131818391
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	L2_1	0.00395359358809251	0.00791052649323825	0.00104757214259634	2.0008446283055683	0.2649670784957346	1.5242976564186e-4	4.465386123863913e-9	2.375091052611876e-9	1.880090499668781	0.0019872325002198046
GOCC_RECEPTOR_COMPLEX	L2_1	0.03937774516666977	0.04802413875087766	0.00575430085783302	1.2195756396820403	0.1461307861452564	0.13467844618277483	1.1800991086648888e-9	1.3704650574446919e-9	0.8610939054989472	0.2674941657964324
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	L2_1	0.00856259663598974	0.0199741995691303	0.00516509668394591	2.332726907300066	0.6032161625173744	0.02834831274483209	1.0182056026903491e-8	5.413678639921437e-9	1.8808017069611749	0.0941377932658575
GOCC_ANCHORED_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	L2_1	0.00174127212510184	0.00252011019003023	0.00135416462848507	1.4472810732457069	0.7776869617124732	0.5656874514874619	1.838572388139961e-9	6.944124819494894e-9	0.26476661003822455	0.6615348269886598
